i,c,id,s,f
DAKOTACARE,McCook County,"McCook, SD",SD,46087
Sanford Health Plan,McCook County,"McCook, SD",SD,46087
Sanford Health Plan,McPherson County,"McPherson, SD",SD,46089
"Avera Health Plans, Inc.",McPherson County,"McPherson, SD",SD,46089
DAKOTACARE,McPherson County,"McPherson, SD",SD,46089
DAKOTACARE,Marshall County,"Marshall, SD",SD,46091
"Avera Health Plans, Inc.",Marshall County,"Marshall, SD",SD,46091
Sanford Health Plan,Marshall County,"Marshall, SD",SD,46091
Sanford Health Plan,Meade County,"Meade, SD",SD,46093
"Avera Health Plans, Inc.",Meade County,"Meade, SD",SD,46093
DAKOTACARE,Meade County,"Meade, SD",SD,46093
"Avera Health Plans, Inc.",Mellette County,"Mellette, SD",SD,46095
DAKOTACARE,Mellette County,"Mellette, SD",SD,46095
Sanford Health Plan,Mellette County,"Mellette, SD",SD,46095
"Avera Health Plans, Inc.",Miner County,"Miner, SD",SD,46097
Sanford Health Plan,Miner County,"Miner, SD",SD,46097
DAKOTACARE,Miner County,"Miner, SD",SD,46097
"Avera Health Plans, Inc.",Minnehaha County,"Minnehaha, SD",SD,46099
Sanford Health Plan,Minnehaha County,"Minnehaha, SD",SD,46099
DAKOTACARE,Minnehaha County,"Minnehaha, SD",SD,46099
"Avera Health Plans, Inc.",Moody County,"Moody, SD",SD,46101
Sanford Health Plan,Moody County,"Moody, SD",SD,46101
DAKOTACARE,Moody County,"Moody, SD",SD,46101
"Avera Health Plans, Inc.",Pennington County,"Pennington, SD",SD,46103
DAKOTACARE,Pennington County,"Pennington, SD",SD,46103
Sanford Health Plan,Pennington County,"Pennington, SD",SD,46103
Sanford Health Plan,Perkins County,"Perkins, SD",SD,46105
DAKOTACARE,Perkins County,"Perkins, SD",SD,46105
"Avera Health Plans, Inc.",Perkins County,"Perkins, SD",SD,46105
Sanford Health Plan,Potter County,"Potter, SD",SD,46107
DAKOTACARE,Potter County,"Potter, SD",SD,46107
"Avera Health Plans, Inc.",Potter County,"Potter, SD",SD,46107
DAKOTACARE,Roberts County,"Roberts, SD",SD,46109
"Avera Health Plans, Inc.",Roberts County,"Roberts, SD",SD,46109
Sanford Health Plan,Roberts County,"Roberts, SD",SD,46109
"Avera Health Plans, Inc.",Sanborn County,"Sanborn, SD",SD,46111
DAKOTACARE,Sanborn County,"Sanborn, SD",SD,46111
Sanford Health Plan,Sanborn County,"Sanborn, SD",SD,46111
DAKOTACARE,Shannon County,"Shannon, SD",SD,46113
"Avera Health Plans, Inc.",Shannon County,"Shannon, SD",SD,46113
Sanford Health Plan,Shannon County,"Shannon, SD",SD,46113
"Avera Health Plans, Inc.",Spink County,"Spink, SD",SD,46115
Sanford Health Plan,Spink County,"Spink, SD",SD,46115
DAKOTACARE,Spink County,"Spink, SD",SD,46115
"Avera Health Plans, Inc.",Stanley County,"Stanley, SD",SD,46117
DAKOTACARE,Stanley County,"Stanley, SD",SD,46117
Sanford Health Plan,Stanley County,"Stanley, SD",SD,46117
Sanford Health Plan,Sully County,"Sully, SD",SD,46119
DAKOTACARE,Sully County,"Sully, SD",SD,46119
"Avera Health Plans, Inc.",Sully County,"Sully, SD",SD,46119
"Avera Health Plans, Inc.",Todd County,"Todd, SD",SD,46121
DAKOTACARE,Todd County,"Todd, SD",SD,46121
Sanford Health Plan,Todd County,"Todd, SD",SD,46121
"Avera Health Plans, Inc.",Tripp County,"Tripp, SD",SD,46123
Sanford Health Plan,Tripp County,"Tripp, SD",SD,46123
DAKOTACARE,Tripp County,"Tripp, SD",SD,46123
DAKOTACARE,Turner County,"Turner, SD",SD,46125
"Avera Health Plans, Inc.",Turner County,"Turner, SD",SD,46125
Sanford Health Plan,Turner County,"Turner, SD",SD,46125
"Avera Health Plans, Inc.",Union County,"Union, SD",SD,46127
Sanford Health Plan,Union County,"Union, SD",SD,46127
DAKOTACARE,Union County,"Union, SD",SD,46127
Sanford Health Plan,Walworth County,"Walworth, SD",SD,46129
"Avera Health Plans, Inc.",Walworth County,"Walworth, SD",SD,46129
DAKOTACARE,Walworth County,"Walworth, SD",SD,46129
Sanford Health Plan,Yankton County,"Yankton, SD",SD,46135
DAKOTACARE,Yankton County,"Yankton, SD",SD,46135
"Avera Health Plans, Inc.",Yankton County,"Yankton, SD",SD,46135
"Avera Health Plans, Inc.",Ziebach County,"Ziebach, SD",SD,46137
DAKOTACARE,Ziebach County,"Ziebach, SD",SD,46137
Sanford Health Plan,Ziebach County,"Ziebach, SD",SD,46137
"Humana, Inc.",Anderson County,"Anderson, TN",TN,47001
BlueCross BlueShield of Tennessee,Anderson County,"Anderson, TN",TN,47001
BlueCross BlueShield of Tennessee,Bedford County,"Bedford, TN",TN,47003
BlueCross BlueShield of Tennessee,Benton County,"Benton, TN",TN,47005
BlueCross BlueShield of Tennessee,Bledsoe County,"Bledsoe, TN",TN,47007
Cigna Healthcare,Bledsoe County,"Bledsoe, TN",TN,47007
"Humana, Inc.",Blount County,"Blount, TN",TN,47009
BlueCross BlueShield of Tennessee,Blount County,"Blount, TN",TN,47009
BlueCross BlueShield of Tennessee,Bradley County,"Bradley, TN",TN,47011
Cigna Healthcare,Bradley County,"Bradley, TN",TN,47011
"Humana, Inc.",Campbell County,"Campbell, TN",TN,47013
BlueCross BlueShield of Tennessee,Campbell County,"Campbell, TN",TN,47013
BlueCross BlueShield of Tennessee,Cannon County,"Cannon, TN",TN,47015
BlueCross BlueShield of Tennessee,Carroll County,"Carroll, TN",TN,47017
BlueCross BlueShield of Tennessee,Carter County,"Carter, TN",TN,47019
"Humana, Inc.",Cheatham County,"Cheatham, TN",TN,47021
Cigna Healthcare,Cheatham County,"Cheatham, TN",TN,47021
BlueCross BlueShield of Tennessee,Cheatham County,"Cheatham, TN",TN,47021
BlueCross BlueShield of Tennessee,Chester County,"Chester, TN",TN,47023
"Humana, Inc.",Claiborne County,"Claiborne, TN",TN,47025
BlueCross BlueShield of Tennessee,Claiborne County,"Claiborne, TN",TN,47025
BlueCross BlueShield of Tennessee,Clay County,"Clay, TN",TN,47027
"Humana, Inc.",Cocke County,"Cocke, TN",TN,47029
BlueCross BlueShield of Tennessee,Cocke County,"Cocke, TN",TN,47029
BlueCross BlueShield of Tennessee,Coffee County,"Coffee, TN",TN,47031
BlueCross BlueShield of Tennessee,Crockett County,"Crockett, TN",TN,47033
BlueCross BlueShield of Tennessee,Cumberland County,"Cumberland, TN",TN,47035
BlueCross BlueShield of Tennessee,Davidson County,"Davidson, TN",TN,47037
"Humana, Inc.",Davidson County,"Davidson, TN",TN,47037
Cigna Healthcare,Davidson County,"Davidson, TN",TN,47037
BlueCross BlueShield of Tennessee,Decatur County,"Decatur, TN",TN,47039
BlueCross BlueShield of Tennessee,DeKalb County,"DeKalb, TN",TN,47041
BlueCross BlueShield of Tennessee,Dickson County,"Dickson, TN",TN,47043
BlueCross BlueShield of Tennessee,Dyer County,"Dyer, TN",TN,47045
Cigna Healthcare,Fayette County,"Fayette, TN",TN,47047
"Humana, Inc.",Fayette County,"Fayette, TN",TN,47047
BlueCross BlueShield of Tennessee,Fayette County,"Fayette, TN",TN,47047
BlueCross BlueShield of Tennessee,Fentress County,"Fentress, TN",TN,47049
BlueCross BlueShield of Tennessee,Franklin County,"Franklin, TN",TN,47051
Cigna Healthcare,Franklin County,"Franklin, TN",TN,47051
BlueCross BlueShield of Tennessee,Gibson County,"Gibson, TN",TN,47053
BlueCross BlueShield of Tennessee,Giles County,"Giles, TN",TN,47055
BlueCross BlueShield of Tennessee,Grainger County,"Grainger, TN",TN,47057
"Humana, Inc.",Grainger County,"Grainger, TN",TN,47057
BlueCross BlueShield of Tennessee,Greene County,"Greene, TN",TN,47059
Cigna Healthcare,Grundy County,"Grundy, TN",TN,47061
BlueCross BlueShield of Tennessee,Grundy County,"Grundy, TN",TN,47061
BlueCross BlueShield of Tennessee,Hamblen County,"Hamblen, TN",TN,47063
"Humana, Inc.",Hamblen County,"Hamblen, TN",TN,47063
BlueCross BlueShield of Tennessee,Hamilton County,"Hamilton, TN",TN,47065
Cigna Healthcare,Hamilton County,"Hamilton, TN",TN,47065
BlueCross BlueShield of Tennessee,Hancock County,"Hancock, TN",TN,47067
BlueCross BlueShield of Tennessee,Hardeman County,"Hardeman, TN",TN,47069
BlueCross BlueShield of Tennessee,Hardin County,"Hardin, TN",TN,47071
BlueCross BlueShield of Tennessee,Hawkins County,"Hawkins, TN",TN,47073
BlueCross BlueShield of Tennessee,Haywood County,"Haywood, TN",TN,47075
Cigna Healthcare,Haywood County,"Haywood, TN",TN,47075
"Humana, Inc.",Haywood County,"Haywood, TN",TN,47075
BlueCross BlueShield of Tennessee,Henderson County,"Henderson, TN",TN,47077
BlueCross BlueShield of Tennessee,Henry County,"Henry, TN",TN,47079
BlueCross BlueShield of Tennessee,Hickman County,"Hickman, TN",TN,47081
BlueCross BlueShield of Tennessee,Houston County,"Houston, TN",TN,47083
BlueCross BlueShield of Tennessee,Humphreys County,"Humphreys, TN",TN,47085
BlueCross BlueShield of Tennessee,Jackson County,"Jackson, TN",TN,47087
BlueCross BlueShield of Tennessee,Jefferson County,"Jefferson, TN",TN,47089
"Humana, Inc.",Jefferson County,"Jefferson, TN",TN,47089
BlueCross BlueShield of Tennessee,Johnson County,"Johnson, TN",TN,47091
"Humana, Inc.",Knox County,"Knox, TN",TN,47093
BlueCross BlueShield of Tennessee,Knox County,"Knox, TN",TN,47093
BlueCross BlueShield of Tennessee,Lake County,"Lake, TN",TN,47095
Cigna Healthcare,Lauderdale County,"Lauderdale, TN",TN,47097
BlueCross BlueShield of Tennessee,Lauderdale County,"Lauderdale, TN",TN,47097
"Humana, Inc.",Lauderdale County,"Lauderdale, TN",TN,47097
BlueCross BlueShield of Tennessee,Lawrence County,"Lawrence, TN",TN,47099
BlueCross BlueShield of Tennessee,Lewis County,"Lewis, TN",TN,47101
BlueCross BlueShield of Tennessee,Lincoln County,"Lincoln, TN",TN,47103
"Humana, Inc.",Loudon County,"Loudon, TN",TN,47105
BlueCross BlueShield of Tennessee,Loudon County,"Loudon, TN",TN,47105
BlueCross BlueShield of Tennessee,McMinn County,"McMinn, TN",TN,47107
Cigna Healthcare,McMinn County,"McMinn, TN",TN,47107
BlueCross BlueShield of Tennessee,McNairy County,"McNairy, TN",TN,47109
BlueCross BlueShield of Tennessee,Macon County,"Macon, TN",TN,47111
BlueCross BlueShield of Tennessee,Madison County,"Madison, TN",TN,47113
BlueCross BlueShield of Tennessee,Marion County,"Marion, TN",TN,47115
Cigna Healthcare,Marion County,"Marion, TN",TN,47115
BlueCross BlueShield of Tennessee,Marshall County,"Marshall, TN",TN,47117
BlueCross BlueShield of Tennessee,Maury County,"Maury, TN",TN,47119
Cigna Healthcare,Meigs County,"Meigs, TN",TN,47121
BlueCross BlueShield of Tennessee,Meigs County,"Meigs, TN",TN,47121
BlueCross BlueShield of Tennessee,Monroe County,"Monroe, TN",TN,47123
"Humana, Inc.",Monroe County,"Monroe, TN",TN,47123
"Humana, Inc.",Montgomery County,"Montgomery, TN",TN,47125
Cigna Healthcare,Montgomery County,"Montgomery, TN",TN,47125
BlueCross BlueShield of Tennessee,Montgomery County,"Montgomery, TN",TN,47125
BlueCross BlueShield of Tennessee,Moore County,"Moore, TN",TN,47127
BlueCross BlueShield of Tennessee,Morgan County,"Morgan, TN",TN,47129
"Humana, Inc.",Morgan County,"Morgan, TN",TN,47129
BlueCross BlueShield of Tennessee,Obion County,"Obion, TN",TN,47131
BlueCross BlueShield of Tennessee,Overton County,"Overton, TN",TN,47133
BlueCross BlueShield of Tennessee,Perry County,"Perry, TN",TN,47135
BlueCross BlueShield of Tennessee,Pickett County,"Pickett, TN",TN,47137
Cigna Healthcare,Polk County,"Polk, TN",TN,47139
BlueCross BlueShield of Tennessee,Polk County,"Polk, TN",TN,47139
BlueCross BlueShield of Tennessee,Putnam County,"Putnam, TN",TN,47141
BlueCross BlueShield of Tennessee,Rhea County,"Rhea, TN",TN,47143
Cigna Healthcare,Rhea County,"Rhea, TN",TN,47143
BlueCross BlueShield of Tennessee,Roane County,"Roane, TN",TN,47145
"Humana, Inc.",Roane County,"Roane, TN",TN,47145
BlueCross BlueShield of Tennessee,Robertson County,"Robertson, TN",TN,47147
"Humana, Inc.",Robertson County,"Robertson, TN",TN,47147
Cigna Healthcare,Robertson County,"Robertson, TN",TN,47147
Cigna Healthcare,Rutherford County,"Rutherford, TN",TN,47149
BlueCross BlueShield of Tennessee,Rutherford County,"Rutherford, TN",TN,47149
"Humana, Inc.",Rutherford County,"Rutherford, TN",TN,47149
"Humana, Inc.",Scott County,"Scott, TN",TN,47151
BlueCross BlueShield of Tennessee,Scott County,"Scott, TN",TN,47151
Cigna Healthcare,Sequatchie County,"Sequatchie, TN",TN,47153
BlueCross BlueShield of Tennessee,Sequatchie County,"Sequatchie, TN",TN,47153
BlueCross BlueShield of Tennessee,Sevier County,"Sevier, TN",TN,47155
"Humana, Inc.",Sevier County,"Sevier, TN",TN,47155
Cigna Healthcare,Shelby County,"Shelby, TN",TN,47157
"Humana, Inc.",Shelby County,"Shelby, TN",TN,47157
BlueCross BlueShield of Tennessee,Shelby County,"Shelby, TN",TN,47157
BlueCross BlueShield of Tennessee,Smith County,"Smith, TN",TN,47159
BlueCross BlueShield of Tennessee,Stewart County,"Stewart, TN",TN,47161
BlueCross BlueShield of Tennessee,Sullivan County,"Sullivan, TN",TN,47163
"Humana, Inc.",Sumner County,"Sumner, TN",TN,47165
BlueCross BlueShield of Tennessee,Sumner County,"Sumner, TN",TN,47165
Cigna Healthcare,Sumner County,"Sumner, TN",TN,47165
"Humana, Inc.",Tipton County,"Tipton, TN",TN,47167
BlueCross BlueShield of Tennessee,Tipton County,"Tipton, TN",TN,47167
Cigna Healthcare,Tipton County,"Tipton, TN",TN,47167
BlueCross BlueShield of Tennessee,Trousdale County,"Trousdale, TN",TN,47169
Cigna Healthcare,Trousdale County,"Trousdale, TN",TN,47169
"Humana, Inc.",Trousdale County,"Trousdale, TN",TN,47169
BlueCross BlueShield of Tennessee,Unicoi County,"Unicoi, TN",TN,47171
"Humana, Inc.",Union County,"Union, TN",TN,47173
BlueCross BlueShield of Tennessee,Union County,"Union, TN",TN,47173
BlueCross BlueShield of Tennessee,Van Buren County,"Van Buren, TN",TN,47175
BlueCross BlueShield of Tennessee,Warren County,"Warren, TN",TN,47177
BlueCross BlueShield of Tennessee,Washington County,"Washington, TN",TN,47179
BlueCross BlueShield of Tennessee,Wayne County,"Wayne, TN",TN,47181
BlueCross BlueShield of Tennessee,Weakley County,"Weakley, TN",TN,47183
BlueCross BlueShield of Tennessee,White County,"White, TN",TN,47185
Cigna Healthcare,Williamson County,"Williamson, TN",TN,47187
"Humana, Inc.",Williamson County,"Williamson, TN",TN,47187
BlueCross BlueShield of Tennessee,Williamson County,"Williamson, TN",TN,47187
Cigna Healthcare,Wilson County,"Wilson, TN",TN,47189
BlueCross BlueShield of Tennessee,Wilson County,"Wilson, TN",TN,47189
"Humana, Inc.",Wilson County,"Wilson, TN",TN,47189
Blue Cross and Blue Shield of Texas,Anderson County,"Anderson, TX",TX,48001
FirstCare Health Plans,Andrews County,"Andrews, TX",TX,48003
Blue Cross and Blue Shield of Texas,Andrews County,"Andrews, TX",TX,48003
Blue Cross and Blue Shield of Texas,Angelina County,"Angelina, TX",TX,48005
Blue Cross and Blue Shield of Texas,Aransas County,"Aransas, TX",TX,48007
"Humana, Inc.",Aransas County,"Aransas, TX",TX,48007
Blue Cross and Blue Shield of Texas,Archer County,"Archer, TX",TX,48009
Blue Cross and Blue Shield of Texas,Armstrong County,"Armstrong, TX",TX,48011
FirstCare Health Plans,Armstrong County,"Armstrong, TX",TX,48011
Blue Cross and Blue Shield of Texas,Atascosa County,"Atascosa, TX",TX,48013
Aetna,Atascosa County,"Atascosa, TX",TX,48013
Aetna,Austin County,"Austin, TX",TX,48015
Blue Cross and Blue Shield of Texas,Austin County,"Austin, TX",TX,48015
Scott and White Health Plan,Austin County,"Austin, TX",TX,48015
Cigna Healthcare,Austin County,"Austin, TX",TX,48015
Blue Cross and Blue Shield of Texas,Bailey County,"Bailey, TX",TX,48017
FirstCare Health Plans,Bailey County,"Bailey, TX",TX,48017
Ambetter from Superior Health Plan,Bandera County,"Bandera, TX",TX,48019
Blue Cross and Blue Shield of Texas,Bandera County,"Bandera, TX",TX,48019
Aetna,Bandera County,"Bandera, TX",TX,48019
Blue Cross and Blue Shield of Texas,Bastrop County,"Bastrop, TX",TX,48021
Aetna,Bastrop County,"Bastrop, TX",TX,48021
Ambetter from Superior Health Plan,Bastrop County,"Bastrop, TX",TX,48021
Sendero Health Plans,Bastrop County,"Bastrop, TX",TX,48021
Scott and White Health Plan,Bastrop County,"Bastrop, TX",TX,48021
Blue Cross and Blue Shield of Texas,Baylor County,"Baylor, TX",TX,48023
"Humana, Inc.",Bee County,"Bee, TX",TX,48025
Blue Cross and Blue Shield of Texas,Bee County,"Bee, TX",TX,48025
Ambetter from Superior Health Plan,Bell County,"Bell, TX",TX,48027
Blue Cross and Blue Shield of Texas,Bell County,"Bell, TX",TX,48027
Scott and White Health Plan,Bell County,"Bell, TX",TX,48027
FirstCare Health Plans,Bell County,"Bell, TX",TX,48027
Aetna,Bell County,"Bell, TX",TX,48027
CommunityFirst,Bexar County,"Bexar, TX",TX,48029
Blue Cross and Blue Shield of Texas,Bexar County,"Bexar, TX",TX,48029
UnitedHealthcare,Bexar County,"Bexar, TX",TX,48029
Aetna,Bexar County,"Bexar, TX",TX,48029
Ambetter from Superior Health Plan,Bexar County,"Bexar, TX",TX,48029
Allegian Choice,Bexar County,"Bexar, TX",TX,48029
"Humana, Inc.",Bexar County,"Bexar, TX",TX,48029
Blue Cross and Blue Shield of Texas,Blanco County,"Blanco, TX",TX,48031
Scott and White Health Plan,Blanco County,"Blanco, TX",TX,48031
Ambetter from Superior Health Plan,Blanco County,"Blanco, TX",TX,48031
Blue Cross and Blue Shield of Texas,Borden County,"Borden, TX",TX,48033
FirstCare Health Plans,Borden County,"Borden, TX",TX,48033
Scott and White Health Plan,Bosque County,"Bosque, TX",TX,48035
FirstCare Health Plans,Bosque County,"Bosque, TX",TX,48035
Blue Cross and Blue Shield of Texas,Bosque County,"Bosque, TX",TX,48035
Blue Cross and Blue Shield of Texas,Bowie County,"Bowie, TX",TX,48037
Community Health Choice,Brazoria County,"Brazoria, TX",TX,48039
Cigna Healthcare,Brazoria County,"Brazoria, TX",TX,48039
UnitedHealthcare,Brazoria County,"Brazoria, TX",TX,48039
Aetna,Brazoria County,"Brazoria, TX",TX,48039
Blue Cross and Blue Shield of Texas,Brazoria County,"Brazoria, TX",TX,48039
Scott and White Health Plan,Brazos County,"Brazos, TX",TX,48041
FirstCare Health Plans,Brazos County,"Brazos, TX",TX,48041
Blue Cross and Blue Shield of Texas,Brazos County,"Brazos, TX",TX,48041
Cigna Healthcare,Brazos County,"Brazos, TX",TX,48041
Blue Cross and Blue Shield of Texas,Brewster County,"Brewster, TX",TX,48043
FirstCare Health Plans,Brewster County,"Brewster, TX",TX,48043
FirstCare Health Plans,Briscoe County,"Briscoe, TX",TX,48045
Blue Cross and Blue Shield of Texas,Briscoe County,"Briscoe, TX",TX,48045
Ambetter from Superior Health Plan,Brooks County,"Brooks, TX",TX,48047
Blue Cross and Blue Shield of Texas,Brooks County,"Brooks, TX",TX,48047
Blue Cross and Blue Shield of Texas,Brown County,"Brown, TX",TX,48049
Scott and White Health Plan,Burleson County,"Burleson, TX",TX,48051
Blue Cross and Blue Shield of Texas,Burleson County,"Burleson, TX",TX,48051
