County,Number of Issuers,Issuers
"Newton, GA",5,"['Kaiser Permanente', 'Humana, Inc.', 'Blue Cross Blue Shield Healthcare Plan of Georgia', 'UnitedHealthcare', 'Coventry Health Care of Georgia, Inc.']"
"Yakutat City and, AK",2,"['Premera Blue Cross Blue Shield of Alaska', 'Moda Health']"
"Warren, MS",3,"['Ambetter from Magnolia Health', 'UnitedHealthcare', 'Humana, Inc.']"
"Warren, MO",4,"['Coventry Health Care', 'Anthem Blue Cross and Blue Shield', 'UnitedHealthcare', 'Cigna Healthcare']"
"Butts, GA",5,"['Humana, Inc.', 'Kaiser Permanente', 'Blue Cross Blue Shield Healthcare Plan of Georgia', 'UnitedHealthcare', 'Ambetter from Peach State Health Plan']"
"Valdez-Cordova Census, AK",2,"['Moda Health', 'Premera Blue Cross Blue Shield of Alaska']"
"Echols, GA",3,"['Blue Cross Blue Shield Healthcare Plan of Georgia', 'UnitedHealthcare', 'Coventry Health Care of Georgia, Inc.']"
"Cedar, IA",1,['Coventry Health Care of Iowa Inc.']
"McPherson, SD",3,"['Sanford Health Plan', 'Avera Health Plans, Inc.', 'DAKOTACARE']"
"Grayson, TX",2,"['Cigna Healthcare', 'Blue Cross and Blue Shield of Texas']"
"Stewart, TN",1,['BlueCross BlueShield of Tennessee']
"Rabun, GA",3,"['Blue Cross Blue Shield Healthcare Plan of Georgia', 'UnitedHealthcare', 'Alliant Health Plans']"
"McPherson, KS",4,"['Coventry Health Care Of Kansas Inc', 'BlueCross BlueShield Kansas Solutions, Inc.', 'Blue Cross and Blue Shield of Kansas, Inc.', 'Coventry Health and Life']"
"Hopewell city, VA",2,"['Optima Health', 'HealthKeepers, Inc.']"
"Washington, ME",3,"['Maine Community Health Options', 'Harvard Pilgrim  Health Care Inc.', 'Anthem Blue Cross and Blue Shield']"
"St. Charles, LA",4,"['HMO Louisiana', 'UnitedHealthcare', 'Vantage Health Plan', 'Blue Cross Blue Shield of Louisiana']"
"Geary, KS",3,"['Coventry Health and Life', 'Blue Cross and Blue Shield of Kansas, Inc.', 'BlueCross BlueShield Kansas Solutions, Inc.']"
"Washington, MO",3,"['Coventry Health Care', 'Cigna Healthcare', 'Anthem Blue Cross and Blue Shield']"
"Washington, MS",2,"['UnitedHealthcare', 'Humana, Inc.']"
"Knox, NE",1,['Blue Cross and Blue Shield of Nebraska']
"Grand Traverse, MI",4,"['Blue Cross Blue Shield of Michigan', 'Priority Health', 'Consumers Mutual Insurance of Michigan', 'Blue Care Network of Michigan']"
"Harrison, OH",4,"['InHealth Mutual', 'MedMutual', 'Anthem Blue Cross and Blue Shield', 'Aetna']"
"Navarro, TX",3,"['Blue Cross and Blue Shield of Texas', 'Cigna Healthcare', 'FirstCare Health Plans']"
"Richland, SC",4,"[""Consumers' Choice Health Plan"", 'BlueCross BlueShield of South Carolina', 'BlueChoice HealthPlan', 'Coventry Health Care of the Carolinas, Inc.']"
"Reno, KS",3,"['Blue Cross and Blue Shield of Kansas, Inc.', 'BlueCross BlueShield Kansas Solutions, Inc.', 'Coventry Health and Life']"
"Bartholomew, IN",4,"['Anthem Blue Cross and Blue Shield', 'SIHO Insurance Services', 'UnitedHealthcare', 'MDwise Marketplace']"
"Marion, AL",2,"['UnitedHealthcare', 'Blue Cross and Blue Shield of Alabama']"
"Ogemaw, MI",6,"['Blue Cross Blue Shield of Michigan', 'HAP', 'Consumers Mutual Insurance of Michigan', 'Blue Care Network of Michigan', 'McLaren Health Plan', 'Priority Health']"
"Oregon, MO",2,"['Coventry Health Care', 'Anthem Blue Cross and Blue Shield']"
"Bell, TX",5,"['Ambetter from Superior Health Plan', 'Blue Cross and Blue Shield of Texas', 'Scott and White Health Plan', 'FirstCare Health Plans', 'Aetna']"
"Menominee, MI",2,"['Blue Cross Blue Shield of Michigan', 'Consumers Mutual Insurance of Michigan']"
"Russell, AL",2,"['UnitedHealthcare', 'Blue Cross and Blue Shield of Alabama']"
"Park, MT",3,"['Blue Cross and Blue Shield of Montana', 'PacificSource Health Plans', 'Montana Health CO-OP']"
"Marion, AR",4,"['QualChoice Health Insurance', 'Ambetter of Arkansas', 'QC Life and Health', 'Arkansas Blue Cross and Blue Shield']"
"Hancock, WV",1,['Highmark Blue Cross Blue Shield West Virginia']
"Allen, OH",7,"['Paramount Insurance Company', 'UnitedHealthcare', 'Ambetter from Buckeye Health Plan', 'Anthem Blue Cross and Blue Shield', 'InHealth Mutual', 'HealthSpan', 'MedMutual']"
"Lawrence, PA",5,"['Highmark Health Insurance Company', 'UnitedHealthcare', 'Highmark Inc.', 'UPMC Health Options, Inc.', 'HealthAmerica Pennsylvania, Inc.']"
"Berkeley, SC",4,"['Coventry Health Care of the Carolinas, Inc.', 'BlueCross BlueShield of South Carolina', ""Consumers' Choice Health Plan"", 'BlueChoice HealthPlan']"
"Lee, IA",1,['Coventry Health Care of Iowa Inc.']
"Mohave, AZ",8,"['Aetna', 'Cigna Healthcare', 'MERITUS MUTUAL HEALTH PARTNERS', 'Meritus Health Partners', 'Health Choice Insurance Co.', 'Blue Cross Blue Shield of Arizona, Inc.', 'United Health One', 'Health Net']"
"Lee, IL",4,"['Coventry Health Care', 'Land of Lincoln Mutual Health Insurance Company', 'Blue Cross and Blue Shield of Illinois', 'Health Alliance Medical Plans, Inc.']"
"Weakley, TN",1,['BlueCross BlueShield of Tennessee']
"Pembina, ND",3,"['Blue Cross Blue Shield of North Dakota', 'Medica', 'Sanford Health Plan']"
"Saginaw, MI",6,"['HAP', 'Blue Care Network of Michigan', 'Blue Cross Blue Shield of Michigan', 'Consumers Mutual Insurance of Michigan', 'McLaren Health Plan', 'Priority Health']"
"Wheeler, OR",7,"['LifeWise Health Plan of Oregon', 'BridgeSpan Health Company', ""Oregon's Health CO-OP"", 'Health Republic', 'Providence Health Plan', 'Moda Health Plan, Inc.', 'PacificSource Health Plans']"
"Douglas, NE",2,"['Blue Cross and Blue Shield of Nebraska', 'Coventry Health Care of Nebraska Inc.']"
"Randolph, MO",3,"['Anthem Blue Cross and Blue Shield', 'UnitedHealthcare', 'Coventry Health Care']"
"Macon, TN",1,['BlueCross BlueShield of Tennessee']
"Warren, NJ",4,"['Health Republic Insurance of New Jersey', 'UnitedHealthcare Oxford', 'Horizon Blue Cross Blue Shield of New Jersey', 'AmeriHealth New Jersey']"
"Sullivan, PA",4,"['Blue Cross of Northeastern Pennsylvania', 'Geisinger Health Plan', 'HealthAmerica Pennsylvania, Inc.', 'Geisinger Choice']"
"Carbon, UT",4,"['Altius Health Plans Inc.', 'Arches Health Plan', 'BridgeSpan Health Company', 'SelectHealth']"
"Woodford, IL",5,"['Humana, Inc.', 'Blue Cross and Blue Shield of Illinois', 'Land of Lincoln Mutual Health Insurance Company', 'Health Alliance Medical Plans, Inc.', 'Coventry Health Care']"
"Edmunds, SD",3,"['Avera Health Plans, Inc.', 'DAKOTACARE', 'Sanford Health Plan']"
"Beadle, SD",3,"['Sanford Health Plan', 'DAKOTACARE', 'Avera Health Plans, Inc.']"
"Meigs, OH",4,"['MedMutual', 'Anthem Blue Cross and Blue Shield', 'Aetna', 'InHealth Mutual']"
"Somervell, TX",4,"['FirstCare Health Plans', 'Cigna Healthcare', 'Blue Cross and Blue Shield of Texas', 'Scott and White Health Plan']"
"Franklin, TX",1,['Blue Cross and Blue Shield of Texas']
"King William, VA",2,"['Optima Health', 'HealthKeepers, Inc.']"
"Lincoln, WI",5,"['Molina Marketplace', 'Arise Health Plan', 'UnitedHealthcare', 'Security Health Plan', 'Anthem Blue Cross and Blue Shield']"
"Tama, IA",1,['Coventry Health Care of Iowa Inc.']
"Sedgwick, KS",4,"['Coventry Health Care Of Kansas Inc', 'Coventry Health and Life', 'BlueCross BlueShield Kansas Solutions, Inc.', 'Blue Cross and Blue Shield of Kansas, Inc.']"
"Blount, TN",2,"['Humana, Inc.', 'BlueCross BlueShield of Tennessee']"
"St. Helena, LA",3,"['Blue Cross Blue Shield of Louisiana', 'Vantage Health Plan', 'HMO Louisiana']"
"Kemper, MS",2,"['Ambetter from Magnolia Health', 'UnitedHealthcare']"
"Lincoln, WY",2,"['WINhealth Partners', 'Blue Cross Blue Shield of Wyoming']"
"Monroe, PA",4,"['Blue Cross of Northeastern Pennsylvania', 'Geisinger Health Plan', 'HealthAmerica Pennsylvania, Inc.', 'Geisinger Choice']"
"La Salle, TX",1,['Blue Cross and Blue Shield of Texas']
"Allen, IN",5,"['MDwise Marketplace', 'Anthem Blue Cross and Blue Shield', 'PHP', 'UnitedHealthcare', 'Ambetter from MHS']"
"Oconto, WI",6,"['UnitedHealthcare', 'Common Ground Healthcare Cooperative', 'Arise Health Plan', 'Dean Health Plan', 'Anthem Blue Cross and Blue Shield', 'Molina Marketplace']"
"Oneida, WI",4,"['Molina Marketplace', 'UnitedHealthcare', 'Security Health Plan', 'Anthem Blue Cross and Blue Shield']"
"Lubbock, TX",2,"['Blue Cross and Blue Shield of Texas', 'FirstCare Health Plans']"
"West Carroll, LA",3,"['UnitedHealthcare', 'Vantage Health Plan', 'Blue Cross Blue Shield of Louisiana']"
"Prentiss, MS",2,"['UnitedHealthcare', 'Ambetter from Magnolia Health']"
"Otero, NM",5,"['CHRISTUS Health Plan NM', 'Molina Health Care of New Mexico, Inc.', 'Presbyterian Health Plan', 'Blue Cross and Blue Shield of New Mexico', 'New Mexico Health Connections']"
"Coos, NH",4,"['Harvard Pilgrim Health Care of NE', 'Anthem Blue Cross and Blue Shield', 'Minuteman Health, Inc', 'Community Health Options']"
"Saline, MO",2,"['Coventry Health and Life', 'Blue Cross and Blue Shield of Kansas City']"
"Vernon, MO",2,"['Coventry Health and Life', 'Blue Cross and Blue Shield of Kansas City']"
"Kiowa, KS",3,"['Blue Cross and Blue Shield of Kansas, Inc.', 'BlueCross BlueShield Kansas Solutions, Inc.', 'Coventry Health and Life']"
"Lake, FL",5,"['Humana, Inc.', 'Cigna Healthcare', 'Florida Blue HMO (a BlueCross BlueShield FL company)', 'Florida Blue (BlueCross BlueShield FL)', 'UnitedHealthcare']"
"Greene, AR",4,"['Arkansas Blue Cross and Blue Shield', 'QualChoice Health Insurance', 'QC Life and Health', 'Ambetter of Arkansas']"
"Parke, IN",3,"['UnitedHealthcare', 'MDwise Marketplace', 'Anthem Blue Cross and Blue Shield']"
"Mecosta, MI",3,"['Blue Cross Blue Shield of Michigan', 'Priority Health', 'Blue Care Network of Michigan']"
"Lapeer, MI",6,"['HAP', 'Consumers Mutual Insurance of Michigan', 'Blue Care Network of Michigan', 'Priority Health', 'McLaren Health Plan', 'Blue Cross Blue Shield of Michigan']"
"Duval, FL",4,"['Coventry Health Care of Florida, Inc.', 'UnitedHealthcare', 'Florida Blue HMO (a BlueCross BlueShield FL company)', 'Florida Blue (BlueCross BlueShield FL)']"
"Greene, AL",2,"['Blue Cross and Blue Shield of Alabama', 'UnitedHealthcare']"
"Collingsworth, TX",2,"['FirstCare Health Plans', 'Blue Cross and Blue Shield of Texas']"
"Grenada, MS",2,"['Humana, Inc.', 'UnitedHealthcare']"
"Iroquois, IL",4,"['Land of Lincoln Mutual Health Insurance Company', 'Health Alliance Medical Plans, Inc.', 'Blue Cross and Blue Shield of Illinois', 'Coventry Health Care']"
"Patrick, VA",2,"['HealthKeepers, Inc.', 'Optima Health']"
"Yavapai, AZ",7,"['MERITUS MUTUAL HEALTH PARTNERS', 'Aetna', 'Cigna Healthcare', 'Health Net', 'University of Arizona Health Plans - University Healthcare Marketplace', 'United Health One', 'Blue Cross Blue Shield of Arizona, Inc.']"
"Orleans, LA",4,"['UnitedHealthcare', 'Blue Cross Blue Shield of Louisiana', 'Vantage Health Plan', 'HMO Louisiana']"
"Iowa, WI",4,"['Unity Health Insurance', 'Dean Health Plan', 'UnitedHealthcare', 'Group Health Cooperative- SCW']"
"Sherman, KS",3,"['Coventry Health and Life', 'Blue Cross and Blue Shield of Kansas, Inc.', 'BlueCross BlueShield Kansas Solutions, Inc.']"
"St. Mary, LA",3,"['Blue Cross Blue Shield of Louisiana', 'Vantage Health Plan', 'HMO Louisiana']"
"Evans, GA",3,"['Humana, Inc.', 'Blue Cross Blue Shield Healthcare Plan of Georgia', 'UnitedHealthcare']"
"Ripley, MO",2,"['Anthem Blue Cross and Blue Shield', 'Coventry Health Care']"
"Douglas, OR",8,"[""Oregon's Health CO-OP"", 'Health Republic', 'Providence Health Plan', 'LifeWise Health Plan of Oregon', 'PacificSource Health Plans', 'BridgeSpan Health Company', 'ATRIO Health Plans', 'Moda Health Plan, Inc.']"
"Lamar, GA",4,"['Blue Cross Blue Shield Healthcare Plan of Georgia', 'UnitedHealthcare', 'Humana, Inc.', 'Kaiser Permanente']"
"Bulloch, GA",3,"['UnitedHealthcare', 'Humana, Inc.', 'Blue Cross Blue Shield Healthcare Plan of Georgia']"
"Haskell, OK",2,"['GlobalHealth', 'Blue Cross and Blue Shield of Oklahoma']"
"Sierra, NM",5,"['Blue Cross and Blue Shield of New Mexico', 'New Mexico Health Connections', 'Presbyterian Health Plan', 'CHRISTUS Health Plan NM', 'Molina Health Care of New Mexico, Inc.']"
"Grainger, TN",2,"['BlueCross BlueShield of Tennessee', 'Humana, Inc.']"
"Neshoba, MS",2,"['Ambetter from Magnolia Health', 'UnitedHealthcare']"
"Webster, IA",1,['Coventry Health Care of Iowa Inc.']
"Cherokee, KS",3,"['Blue Cross and Blue Shield of Kansas, Inc.', 'Coventry Health and Life', 'BlueCross BlueShield Kansas Solutions, Inc.']"
"Sioux, ND",3,"['Sanford Health Plan', 'Blue Cross Blue Shield of North Dakota', 'Medica']"
"Logan, ND",3,"['Blue Cross Blue Shield of North Dakota', 'Medica', 'Sanford Health Plan']"
"Logan, NE",2,"['Blue Cross and Blue Shield of Nebraska', 'Coventry Health Care of Nebraska Inc.']"
"Cooke, TX",2,"['Cigna Healthcare', 'Blue Cross and Blue Shield of Texas']"
"Rappahannock, VA",2,"['HealthKeepers, Inc.', 'Optima Health']"
"Emery, UT",4,"['BridgeSpan Health Company', 'Altius Health Plans Inc.', 'Arches Health Plan', 'SelectHealth']"
"Rock Island, IL",4,"['Land of Lincoln Mutual Health Insurance Company', 'Blue Cross and Blue Shield of Illinois', 'Coventry Health Care', 'Health Alliance Medical Plans, Inc.']"
"Autauga, AL",2,"['UnitedHealthcare', 'Blue Cross and Blue Shield of Alabama']"
"Greene, OH",7,"['InHealth Mutual', 'Humana, Inc.', 'MedMutual', 'CareSource', 'Premier Health Plan', 'Anthem Blue Cross and Blue Shield', 'HealthSpan']"
"Kershaw, SC",4,"['BlueCross BlueShield of South Carolina', 'BlueChoice HealthPlan', 'Coventry Health Care of the Carolinas, Inc.', ""Consumers' Choice Health Plan""]"
"Deuel, NE",2,"['Coventry Health Care of Nebraska Inc.', 'Blue Cross and Blue Shield of Nebraska']"
"Santa Fe, NM",5,"['Molina Health Care of New Mexico, Inc.', 'CHRISTUS Health Plan NM', 'Presbyterian Health Plan', 'New Mexico Health Connections', 'Blue Cross and Blue Shield of New Mexico']"
"Goliad, TX",1,['Blue Cross and Blue Shield of Texas']
"Irion, TX",2,"['Blue Cross and Blue Shield of Texas', 'Scott and White Health Plan']"
"Marathon, WI",5,"['Molina Marketplace', 'Arise Health Plan', 'Anthem Blue Cross and Blue Shield', 'Security Health Plan', 'UnitedHealthcare']"
"Bond, IL",4,"['Blue Cross and Blue Shield of Illinois', 'Land of Lincoln Mutual Health Insurance Company', 'Health Alliance Medical Plans, Inc.', 'Coventry Health Care']"
"Warrick, IN",3,"['MDwise Marketplace', 'UnitedHealthcare', 'Anthem Blue Cross and Blue Shield']"
"Gonzales, TX",1,['Blue Cross and Blue Shield of Texas']
"Brazos, TX",4,"['Scott and White Health Plan', 'FirstCare Health Plans', 'Blue Cross and Blue Shield of Texas', 'Cigna Healthcare']"
"Los Alamos, NM",5,"['CHRISTUS Health Plan NM', 'Blue Cross and Blue Shield of New Mexico', 'Presbyterian Health Plan', 'Molina Health Care of New Mexico, Inc.', 'New Mexico Health Connections']"
"Carteret, NC",1,['Blue Cross and Blue Shield of NC']
"Dickens, TX",2,"['FirstCare Health Plans', 'Blue Cross and Blue Shield of Texas']"
"Worth, MO",2,"['Coventry Health and Life', 'Blue Cross and Blue Shield of Kansas City']"
"DeSoto, MS",3,"['Ambetter from Magnolia Health', 'UnitedHealthcare', 'Humana, Inc.']"
"Webster, GA",3,"['Humana, Inc.', 'Blue Cross Blue Shield Healthcare Plan of Georgia', 'UnitedHealthcare']"
"Dallas, AR",4,"['Arkansas Blue Cross and Blue Shield', 'QualChoice Health Insurance', 'QC Life and Health', 'Ambetter of Arkansas']"
"Sutton, TX",2,"['Blue Cross and Blue Shield of Texas', 'Scott and White Health Plan']"
"Dallas, AL",2,"['Blue Cross and Blue Shield of Alabama', 'UnitedHealthcare']"
"Rock, WI",5,"['Dean Health Plan', 'Group Health Cooperative- SCW', 'MercyCare Health Plans', 'UnitedHealthcare', 'Unity Health Insurance']"
"Grant, OR",7,"['Providence Health Plan', 'LifeWise Health Plan of Oregon', 'Health Republic', 'Moda Health Plan, Inc.', ""Oregon's Health CO-OP"", 'BridgeSpan Health Company', 'PacificSource Health Plans']"
"Jackson, KS",3,"['Blue Cross and Blue Shield of Kansas, Inc.', 'BlueCross BlueShield Kansas Solutions, Inc.', 'Coventry Health and Life']"
"Ozaukee, WI",6,"['Arise Health Plan', 'Common Ground Healthcare Cooperative', 'UnitedHealthcare', 'Ambetter from MHS Health Wisconsin', 'Anthem Blue Cross and Blue Shield', 'Molina Marketplace']"
"Madison, FL",2,"['UnitedHealthcare', 'Florida Blue (BlueCross BlueShield FL)']"
"Marshall, AL",2,"['Blue Cross and Blue Shield of Alabama', 'UnitedHealthcare']"
"Perry, MS",2,"['UnitedHealthcare', 'Ambetter from Magnolia Health']"
"Cameron, TX",5,"['Molina Marketplace', 'Blue Cross and Blue Shield of Texas', 'Allegian Choice', 'UnitedHealthcare', 'Ambetter from Superior Health Plan']"
"Rooks, KS",3,"['Coventry Health and Life', 'Blue Cross and Blue Shield of Kansas, Inc.', 'BlueCross BlueShield Kansas Solutions, Inc.']"
"Green Lake, WI",5,"['Dean Health Plan', 'Arise Health Plan', 'Anthem Blue Cross and Blue Shield', 'UnitedHealthcare', 'Unity Health Insurance']"
"Grant, OK",2,"['Blue Cross and Blue Shield of Oklahoma', 'GlobalHealth']"
"Iron, UT",4,"['SelectHealth', 'BridgeSpan Health Company', 'Arches Health Plan', 'Altius Health Plans Inc.']"
"Floyd, IN",2,"['UnitedHealthcare', 'Anthem Blue Cross and Blue Shield']"
"Calhoun, FL",2,"['UnitedHealthcare', 'Florida Blue (BlueCross BlueShield FL)']"
"Benzie, MI",4,"['Consumers Mutual Insurance of Michigan', 'Priority Health', 'Blue Cross Blue Shield of Michigan', 'Blue Care Network of Michigan']"
"Hempstead, AR",4,"['Ambetter of Arkansas', 'QC Life and Health', 'Arkansas Blue Cross and Blue Shield', 'QualChoice Health Insurance']"
"Kane, UT",4,"['BridgeSpan Health Company', 'Altius Health Plans Inc.', 'Arches Health Plan', 'SelectHealth']"
"Northampton, NC",1,['Blue Cross and Blue Shield of NC']
"Posey, IN",3,"['UnitedHealthcare', 'MDwise Marketplace', 'Anthem Blue Cross and Blue Shield']"
"Floyd, IA",1,['Coventry Health Care of Iowa Inc.']
"Ray, MO",2,"['Coventry Health and Life', 'Blue Cross and Blue Shield of Kansas City']"
"Emporia city, VA",2,"['Optima Health', 'HealthKeepers, Inc.']"
"Willacy, TX",3,"['Blue Cross and Blue Shield of Texas', 'Ambetter from Superior Health Plan', 'Allegian Choice']"
"Manistee, MI",4,"['Blue Care Network of Michigan', 'Blue Cross Blue Shield of Michigan', 'Consumers Mutual Insurance of Michigan', 'Priority Health']"
"Randolph, GA",2,"['Blue Cross Blue Shield Healthcare Plan of Georgia', 'UnitedHealthcare']"
"Sanders, MT",3,"['Montana Health CO-OP', 'Blue Cross and Blue Shield of Montana', 'PacificSource Health Plans']"
"Macon, GA",2,"['UnitedHealthcare', 'Blue Cross Blue Shield Healthcare Plan of Georgia']"
"Knox, OH",4,"['Paramount Insurance Company', 'InHealth Mutual', 'MedMutual', 'Anthem Blue Cross and Blue Shield']"
"Johnson, KS",2,"['Coventry Health and Life', 'Blue Cross and Blue Shield of Kansas City']"
"Foster, ND",3,"['Blue Cross Blue Shield of North Dakota', 'Sanford Health Plan', 'Medica']"
"Carter, OK",2,"['Blue Cross and Blue Shield of Oklahoma', 'GlobalHealth']"
"Madison, TN",1,['BlueCross BlueShield of Tennessee']
"Manitowoc, WI",6,"['Dean Health Plan', 'Arise Health Plan', 'UnitedHealthcare', 'Molina Marketplace', 'Common Ground Healthcare Cooperative', 'Anthem Blue Cross and Blue Shield']"
"Kalkaska, MI",4,"['Priority Health', 'Blue Care Network of Michigan', 'Consumers Mutual Insurance of Michigan', 'Blue Cross Blue Shield of Michigan']"
"Henry, OH",7,"['MedMutual', 'CareSource', 'HealthSpan', 'Aetna', 'Paramount Insurance Company', 'InHealth Mutual', 'Anthem Blue Cross and Blue Shield']"
"Ellsworth, KS",4,"['Coventry Health and Life', 'Coventry Health Care Of Kansas Inc', 'Blue Cross and Blue Shield of Kansas, Inc.', 'BlueCross BlueShield Kansas Solutions, Inc.']"
