County,Number of Issuers,Issuers
"Monroe, WI",3,"['Gundersen Health Plan, Inc.', 'Security Health Plan', 'Health Tradition Health Plan']"
"Treutlen, GA",1,['Blue Cross and Blue Shield of Georgia']
"Lauderdale, MS",1,['Ambetter from Magnolia Health Plan']
"Terrebonne, LA",3,"['HMO Louisiana', 'Blue Cross Blue Shield of Louisiana', 'Louisiana Health Cooperative']"
"Bingham, ID",3,"['BridgeSpan Health Company', 'Blue Cross of Idaho', 'PacificSource Health Plans']"
"Lafayette, AR",1,['Arkansas Blue Cross and Blue Shield']
"Fayette, AL",1,['Blue Cross and Blue Shield of Alabama']
"Cavalier, ND",3,"['Medica Health Plans', 'Sanford Health Plan', 'Blue Cross Blue Shield of North Dakota']"
"Franklin, GA",2,"['Alliant Health Plans', 'Blue Cross and Blue Shield of Georgia']"
"Butler, NE",3,"['CoOportunity Health', 'Blue Cross and Blue Shield of Nebraska', 'Coventry Health Care of Nebraska Inc.']"
"Edwards, IL",4,"['Land of Lincoln Mutual Health Insurance Company', 'Blue Cross Blue Shield of Illinois', 'Health Alliance Medical Plans, Inc.', 'Coventry Health Care']"
"Texas, OK",2,"['Coventry Health and Life', 'Blue Cross Blue Shield of Oklahoma']"
"Alamance, NC",2,"['Blue Cross and Blue Shield of NC', 'Coventry Health Care of the Carolinas, Inc.']"
"Kimble, TX",2,"['Scott and White Health Plan', 'Blue Cross Blue Shield of Texas']"
"Cuyahoga, OH",7,"['SummaCare Inc', 'MedMutual', 'HealthSpan', 'Kaiser Permanente', 'MOLINA HEALTHCARE OF OHIO', 'CareSource', 'Anthem Blue Cross and Blue Shield']"
"Alleghany, VA",2,"['Optima Health Plan', 'HealthKeepers, Inc.']"
"Hood, TX",3,"['Cigna Healthcare', 'Blue Cross Blue Shield of Texas', 'Scott and White Health Plan']"
"Hamilton, IN",3,"['Anthem Blue Cross and Blue Shield', 'PHP', 'MDwise Marketplace']"
"Bee, TX",2,"['Humana Health Plan of Texas, Inc.', 'Blue Cross Blue Shield of Texas']"
"Flathead, MT",3,"['PacificSource Health Plans', 'Blue Cross Blue Shield of Montana', 'Montana Health Cooperative']"
"Dona Ana, NM",4,"['Blue Cross Blue Shield of New Mexico', 'Molina Health Care of New Mexico, Inc.', 'Presbyterian Health Plan', 'New Mexico Health Connections']"
"Harmon, OK",2,"['Blue Cross Blue Shield of Oklahoma', 'Coventry Health and Life']"
"LaGrange, IN",3,"['PHP', 'MDwise Marketplace', 'Anthem Blue Cross and Blue Shield']"
"Meagher, MT",3,"['PacificSource Health Plans', 'Blue Cross Blue Shield of Montana', 'Montana Health Cooperative']"
"Warren, NC",1,['Blue Cross and Blue Shield of NC']
"Alger, MI",3,"['Blue Cross Blue Shield of Michigan', 'Consumers Mutual Insurance of Michigan', 'Priority Health']"
"Dade, GA",2,"['Blue Cross and Blue Shield of Georgia', 'Alliant Health Plans']"
"Merrimack, NH",1,['Anthem Blue Cross and Blue Shield']
"Monroe, AL",1,['Blue Cross and Blue Shield of Alabama']
"Poweshiek, IA",2,"['Coventry Health Care of Iowa Inc.', 'CoOportunity Health']"
"Presidio, TX",1,['Blue Cross Blue Shield of Texas']
"Medina, TX",2,"['Blue Cross Blue Shield of Texas', 'Aetna']"
"Monroe, AR",1,['Arkansas Blue Cross and Blue Shield']
"Leake, MS",1,['Humana Insurance Company']
"Kalamazoo, MI",5,"['Blue Care Network of Michigan', 'Priority Health', 'Blue Cross Blue Shield of Michigan', 'Consumers Mutual Insurance of Michigan', 'Meridian Health Plan of Michigan, Inc.']"
"Waupaca, WI",4,"['Molina Healthcare of Wisconsin, Inc.', 'Anthem Blue Cross and Blue Shield', 'Security Health Plan', 'Arise Health Plan']"
"Dallas, TX",4,"['Aetna', 'Blue Cross Blue Shield of Texas', 'Molina Marketplace', 'Cigna Healthcare']"
"Russell, VA",2,"['HealthKeepers, Inc.', 'Optima Health Plan']"
"Crawford, WI",3,"['Dean Health Plan', 'Gundersen Health Plan, Inc.', 'Health Tradition Health Plan']"
"Hardin, IA",2,"['CoOportunity Health', 'Coventry Health Care of Iowa Inc.']"
"Howell, MO",2,"['Anthem Blue Cross and Blue Shield', 'Coventry Health Care']"
"Logan, OK",4,"['Coventry Health and Life', 'GlobalHealth', 'Blue Cross Blue Shield of Oklahoma', 'Aetna']"
"Logan, OH",2,"['Anthem Blue Cross and Blue Shield', 'MedMutual']"
"Latah, ID",3,"['PacificSource Health Plans', 'Blue Cross of Idaho', 'BridgeSpan Health Company']"
"Hardin, IL",3,"['Health Alliance Medical Plans, Inc.', 'Land of Lincoln Mutual Health Insurance Company', 'Blue Cross Blue Shield of Illinois']"
"Wichita, KS",2,"['Coventry Health and Life', 'Blue Cross and Blue Shield of Kansas, Inc.']"
"Terrell, GA",1,['Blue Cross and Blue Shield of Georgia']
"Lowndes, GA",1,['Blue Cross and Blue Shield of Georgia']
"Stevens, KS",2,"['Blue Cross and Blue Shield of Kansas, Inc.', 'Coventry Health and Life']"
"Dent, MO",2,"['Anthem Blue Cross and Blue Shield', 'Coventry Health Care']"
"Antrim, MI",4,"['Priority Health', 'Blue Care Network of Michigan', 'McLaren Health Plan', 'Blue Cross Blue Shield of Michigan']"
"Tattnall, GA",2,"['Humana Employers Health Plan of Georgia, Inc.', 'Blue Cross and Blue Shield of Georgia']"
"Aransas, TX",2,"['Humana Health Plan of Texas, Inc.', 'Blue Cross Blue Shield of Texas']"
"Emmet, MI",5,"['Blue Cross Blue Shield of Michigan', 'McLaren Health Plan', 'Priority Health', 'Consumers Mutual Insurance of Michigan', 'Blue Care Network of Michigan']"
"Swisher, TX",2,"['Blue Cross Blue Shield of Texas', 'FirstCare Health Plans']"
"Greenwood, KS",3,"['Coventry Health Care Of Kansas Inc', 'Coventry Health and Life', 'Blue Cross and Blue Shield of Kansas, Inc.']"
"Mahaska, IA",2,"['CoOportunity Health', 'Coventry Health Care of Iowa Inc.']"
"Langlade, WI",3,"['Anthem Blue Cross and Blue Shield', 'Security Health Plan', 'Arise Health Plan']"
"Bowman, ND",3,"['Blue Cross Blue Shield of North Dakota', 'Sanford Health Plan', 'Medica Health Plans']"
"Mingo, WV",1,['Highmark Blue Cross Blue Shield West Virginia']
"Fremont, WY",2,"['Blue Cross Blue Shield of Wyoming', 'WINhealth Partners']"
"Lonoke, AR",3,"['QualChoice Health Insurance', 'Arkansas Blue Cross and Blue Shield', 'Ambetter of Arkansas']"
"Mercer, MO",2,"['Blue Cross and Blue Shield of Kansas City', 'Coventry Health and Life']"
"Chesterfield, SC",3,"['BlueCross BlueShield of South Carolina', 'BlueChoice HealthPlan', ""Consumers' Choice Health Plan""]"
"Wells, ND",3,"['Sanford Health Plan', 'Medica Health Plans', 'Blue Cross Blue Shield of North Dakota']"
"Morgan, WV",1,['Highmark Blue Cross Blue Shield West Virginia']
"Jones, IA",2,"['CoOportunity Health', 'Coventry Health Care of Iowa Inc.']"
"Gilmer, WV",1,['Highmark Blue Cross Blue Shield West Virginia']
"Pike, MO",2,"['Coventry Health Care', 'Anthem Blue Cross and Blue Shield']"
"Logan, AR",3,"['Ambetter of Arkansas', 'Arkansas Blue Cross and Blue Shield', 'QualChoice Health Insurance']"
"Avoyelles, LA",3,"['Vantage Health Plan, Inc.', 'Louisiana Health Cooperative', 'Blue Cross Blue Shield of Louisiana']"
"Duplin, NC",1,['Blue Cross and Blue Shield of NC']
"McDonough, IL",4,"['Land of Lincoln Mutual Health Insurance Company', 'Health Alliance Medical Plans, Inc.', 'Humana Insurance Company', 'Blue Cross Blue Shield of Illinois']"
"Pike, MS",1,['Humana Insurance Company']
"Fayette, GA",4,"['Ambetter from Peach State Health Plan', 'Blue Cross and Blue Shield of Georgia', 'Kaiser Permanente', 'Humana Employers Health Plan of Georgia, Inc.']"
"Gratiot, MI",4,"['Priority Health', 'Blue Cross Blue Shield of Michigan', 'HAP', 'Blue Care Network of Michigan']"
"Yoakum, TX",2,"['FirstCare Health Plans', 'Blue Cross Blue Shield of Texas']"
"Greer, OK",2,"['Blue Cross Blue Shield of Oklahoma', 'Coventry Health and Life']"
"Camp, TX",1,['Blue Cross Blue Shield of Texas']
"Osage, OK",2,"['CommunityCare of Oklahoma', 'Blue Cross Blue Shield of Oklahoma']"
"Sussex, NJ",3,"['Health Republic Insurance of New Jersey', 'AmeriHealth New Jersey', 'Horizon Blue Cross Blue Shield of New Jersey']"
"Highlands, FL",1,['Florida Blue (BlueCross BlueShield FL)']
"Roanoke, VA",4,"['Optima Health Plan', 'Aetna Life Insurance Company', 'Coventry Health Care of Virginia, Inc', 'HealthKeepers, Inc.']"
"Grant, NE",3,"['Coventry Health Care of Nebraska Inc.', 'Blue Cross and Blue Shield of Nebraska', 'CoOportunity Health']"
"Grant, ND",3,"['Sanford Health Plan', 'Blue Cross Blue Shield of North Dakota', 'Medica Health Plans']"
"Shannon, MO",2,"['Anthem Blue Cross and Blue Shield', 'Coventry Health Care']"
"Clarke, MS",1,['Ambetter from Magnolia Health Plan']
"Grant, NM",4,"['New Mexico Health Connections', 'Presbyterian Health Plan', 'Blue Cross Blue Shield of New Mexico', 'Molina Health Care of New Mexico, Inc.']"
"Potter, SD",3,"['Sanford Health Plan', 'DAKOTACARE', 'Avera Health Plans, Inc.']"
"Madison, GA",3,"['Ambetter from Peach State Health Plan', 'Blue Cross and Blue Shield of Georgia', 'Humana Employers Health Plan of Georgia, Inc.']"
"Stokes, NC",1,['Blue Cross and Blue Shield of NC']
"Clinton, OH",3,"['HealthSpan', 'MedMutual', 'Anthem Blue Cross and Blue Shield']"
"Stonewall, TX",2,"['FirstCare Health Plans', 'Blue Cross Blue Shield of Texas']"
"Bolivar, MS",1,['Humana Insurance Company']
"Meriwether, GA",2,"['Kaiser Permanente', 'Blue Cross and Blue Shield of Georgia']"
"Rapides, LA",3,"['Louisiana Health Cooperative', 'Blue Cross Blue Shield of Louisiana', 'Vantage Health Plan, Inc.']"
"Sarasota, FL",4,"['Cigna Healthcare', 'Florida Blue HMO (a BlueCross BlueShield FL company)', 'Aetna', 'Florida Blue (BlueCross BlueShield FL)']"
"Vernon, LA",3,"['Vantage Health Plan, Inc.', 'Blue Cross Blue Shield of Louisiana', 'Louisiana Health Cooperative']"
"Yankton, SD",3,"['Sanford Health Plan', 'DAKOTACARE', 'Avera Health Plans, Inc.']"
"Burt, NE",3,"['CoOportunity Health', 'Coventry Health Care of Nebraska Inc.', 'Blue Cross and Blue Shield of Nebraska']"
"Mifflin, PA",7,"['Keystone Health Plan Central, A Capital BlueCross Company', 'Highmark Health Insurance Company', 'HealthAmerica Pennsylvania, Inc.', 'Geisinger Health Plan', 'Geisinger Choice', 'Highmark Inc.', 'Capital BlueCross']"
"Sauk, WI",5,"['Gundersen Health Plan, Inc.', 'Dean Health Plan', 'Health Tradition Health Plan', 'Group Health Cooperative- SCW', 'Unity Health Insurance']"
"Judith Basin, MT",3,"['PacificSource Health Plans', 'Montana Health Cooperative', 'Blue Cross Blue Shield of Montana']"
"Red Willow, NE",3,"['CoOportunity Health', 'Coventry Health Care of Nebraska Inc.', 'Blue Cross and Blue Shield of Nebraska']"
"Houston, GA",2,"['Humana Employers Health Plan of Georgia, Inc.', 'Blue Cross and Blue Shield of Georgia']"
"Schuylkill, PA",7,"['Geisinger Health Plan', 'Highmark Inc.', 'Keystone Health Plan Central, A Capital BlueCross Company', 'Geisinger Choice', 'Capital BlueCross', 'Highmark Health Insurance Company', 'HealthAmerica Pennsylvania, Inc.']"
"Mississippi, AR",2,"['QualChoice Health Insurance', 'Arkansas Blue Cross and Blue Shield']"
"Jeff Davis, TX",1,['Blue Cross Blue Shield of Texas']
"Howard, TX",2,"['Blue Cross Blue Shield of Texas', 'FirstCare Health Plans']"
"Randall, TX",2,"['Blue Cross Blue Shield of Texas', 'FirstCare Health Plans']"
"Crittenden, AR",2,"['QualChoice Health Insurance', 'Arkansas Blue Cross and Blue Shield']"
"Mahoning, OH",5,"['MedMutual', 'HealthSpan', 'SummaCare Inc', 'Anthem Blue Cross and Blue Shield', 'Coventry Health and Life']"
"Kootenai, ID",3,"['Blue Cross of Idaho', 'BridgeSpan Health Company', 'PacificSource Health Plans']"
"Bureau, IL",4,"['Health Alliance Medical Plans, Inc.', 'Blue Cross Blue Shield of Illinois', 'Land of Lincoln Mutual Health Insurance Company', 'Coventry Health Care']"
"Stark, IL",5,"['Land of Lincoln Mutual Health Insurance Company', 'Coventry Health Care', 'Blue Cross Blue Shield of Illinois', 'Humana Insurance Company', 'Health Alliance Medical Plans, Inc.']"
"Leon, TX",3,"['Scott and White Health Plan', 'FirstCare Health Plans', 'Blue Cross Blue Shield of Texas']"
"Maury, TN",2,"['BlueCross BlueShield of Tennessee', 'Community Health Alliance']"
"Crane, TX",2,"['FirstCare Health Plans', 'Blue Cross Blue Shield of Texas']"
"Williams, ND",2,"['Sanford Health Plan', 'Blue Cross Blue Shield of North Dakota']"
"Shackelford, TX",2,"['Blue Cross Blue Shield of Texas', 'FirstCare Health Plans']"
"Oakland, MI",9,"['Total Health Care USA, Inc.', 'Humana Medical Plan of Michigan, Inc.', 'Molina Healthcare of Michigan, Inc.', 'Blue Cross Blue Shield of Michigan', 'HAP', 'Priority Health', 'Blue Care Network of Michigan', 'McLaren Health Plan', 'Consumers Mutual Insurance of Michigan']"
"Edwards, TX",1,['Blue Cross Blue Shield of Texas']
"Isle of Wight, VA",3,"['Aetna Life Insurance Company', 'Optima Health Plan', 'HealthKeepers, Inc.']"
"Alfalfa, OK",2,"['Blue Cross Blue Shield of Oklahoma', 'Coventry Health and Life']"
"Andrew, MO",2,"['Coventry Health and Life', 'Blue Cross and Blue Shield of Kansas City']"
"Polk, WI",2,"['Medica Health Plans of Wisconsin', 'Health Tradition Health Plan']"
"Clay, NC",1,['Blue Cross and Blue Shield of NC']
"Clay, NE",3,"['Coventry Health Care of Nebraska Inc.', 'CoOportunity Health', 'Blue Cross and Blue Shield of Nebraska']"
"Nassau, FL",2,"['Florida Blue HMO (a BlueCross BlueShield FL company)', 'Florida Blue (BlueCross BlueShield FL)']"
"Belknap, NH",1,['Anthem Blue Cross and Blue Shield']
"Pointe Coupee, LA",4,"['HMO Louisiana', 'Vantage Health Plan, Inc.', 'Blue Cross Blue Shield of Louisiana', 'Louisiana Health Cooperative']"
"Granite, MT",3,"['Blue Cross Blue Shield of Montana', 'PacificSource Health Plans', 'Montana Health Cooperative']"
"Talbot, GA",3,"['Ambetter from Peach State Health Plan', 'Humana Employers Health Plan of Georgia, Inc.', 'Blue Cross and Blue Shield of Georgia']"
"Daggett, UT",4,"['SelectHealth', 'BridgeSpan Health Company', 'Altius Health Plans Inc.', 'Arches Health Plan']"
"Sawyer, WI",1,['Security Health Plan']
"Buffalo, SD",3,"['Sanford Health Plan', 'DAKOTACARE', 'Avera Health Plans, Inc.']"
"Pasquotank, NC",1,['Blue Cross and Blue Shield of NC']
"Moore, TN",2,"['Community Health Alliance', 'BlueCross BlueShield of Tennessee']"
"Boyd, NE",3,"['CoOportunity Health', 'Blue Cross and Blue Shield of Nebraska', 'Coventry Health Care of Nebraska Inc.']"
"Southampton, VA",2,"['HealthKeepers, Inc.', 'Optima Health Plan']"
"Hillsdale, MI",4,"['Consumers Mutual Insurance of Michigan', 'Priority Health', 'Blue Care Network of Michigan', 'Blue Cross Blue Shield of Michigan']"
"Greene, NC",1,['Blue Cross and Blue Shield of NC']
"Bladen, NC",1,['Blue Cross and Blue Shield of NC']
"Camden, MO",2,"['Coventry Health Care', 'Anthem Blue Cross and Blue Shield']"
"Morris, NJ",3,"['Health Republic Insurance of New Jersey', 'Horizon Blue Cross Blue Shield of New Jersey', 'AmeriHealth New Jersey']"
"Sebastian, AR",3,"['Ambetter of Arkansas', 'Arkansas Blue Cross and Blue Shield', 'QualChoice Health Insurance']"
"Fisher, TX",2,"['Blue Cross Blue Shield of Texas', 'FirstCare Health Plans']"
"Harrison, IA",2,"['Coventry Health Care of Iowa Inc.', 'CoOportunity Health']"
"Scott, TN",3,"['Community Health Alliance', 'Humana Insurance Company', 'BlueCross BlueShield of Tennessee']"
"Harrison, IN",1,['Anthem Blue Cross and Blue Shield']
"Floyd, VA",3,"['Optima Health Plan', 'HealthKeepers, Inc.', 'Aetna Life Insurance Company']"
"Bandera, TX",2,"['Aetna', 'Blue Cross Blue Shield of Texas']"
"Lincoln, AR",1,['Arkansas Blue Cross and Blue Shield']
"Butler, OH",6,"['HealthSpan', 'Humana Health Plan of Ohio, Inc.', 'MedMutual', 'CareSource', 'MOLINA HEALTHCARE OF OHIO', 'Anthem Blue Cross and Blue Shield']"
"Douglas, SD",3,"['Sanford Health Plan', 'DAKOTACARE', 'Avera Health Plans, Inc.']"
"Polk, MO",2,"['Anthem Blue Cross and Blue Shield', 'Coventry Health and Life']"
"Franklin, FL",1,['Florida Blue (BlueCross BlueShield FL)']
"Kinney, TX",1,['Blue Cross Blue Shield of Texas']
"Marion, SC",3,"['BlueCross BlueShield of South Carolina', ""Consumers' Choice Health Plan"", 'BlueChoice HealthPlan']"
"Beaver, OK",2,"['Coventry Health and Life', 'Blue Cross Blue Shield of Oklahoma']"
"Newton, GA",3,"['Kaiser Permanente', 'Humana Employers Health Plan of Georgia, Inc.', 'Blue Cross and Blue Shield of Georgia']"
"Yakutat City and, AK",2,"['Premera Blue Cross Blue Shield of Alaska', 'Moda Health Plan, Inc.']"
"Warren, MS",1,['Ambetter from Magnolia Health Plan']
"Warren, MO",2,"['Coventry Health Care', 'Anthem Blue Cross and Blue Shield']"
"Butts, GA",3,"['Kaiser Permanente', 'Humana Employers Health Plan of Georgia, Inc.', 'Blue Cross and Blue Shield of Georgia']"
"Valdez-Cordova Census, AK",2,"['Moda Health Plan, Inc.', 'Premera Blue Cross Blue Shield of Alaska']"
"Echols, GA",1,['Blue Cross and Blue Shield of Georgia']
"Roosevelt, NM",4,"['Presbyterian Health Plan', 'Molina Health Care of New Mexico, Inc.', 'Blue Cross Blue Shield of New Mexico', 'New Mexico Health Connections']"
"Cedar, IA",2,"['Coventry Health Care of Iowa Inc.', 'CoOportunity Health']"
"McPherson, SD",3,"['Sanford Health Plan', 'Avera Health Plans, Inc.', 'DAKOTACARE']"
"Grayson, TX",2,"['Cigna Healthcare', 'Blue Cross Blue Shield of Texas']"
"Stewart, TN",2,"['BlueCross BlueShield of Tennessee', 'Community Health Alliance']"
"Rabun, GA",2,"['Blue Cross and Blue Shield of Georgia', 'Alliant Health Plans']"
"McPherson, KS",3,"['Coventry Health Care Of Kansas Inc', 'Blue Cross and Blue Shield of Kansas, Inc.', 'Coventry Health and Life']"
"Hopewell city, VA",3,"['Optima Health Plan', 'Aetna Life Insurance Company', 'HealthKeepers, Inc.']"
"Washington, ME",2,"['Maine Community Health Options', 'Anthem Blue Cross and Blue Shield']"
"St. Charles, LA",4,"['HMO Louisiana', 'Vantage Health Plan, Inc.', 'Blue Cross Blue Shield of Louisiana', 'Louisiana Health Cooperative']"
"Geary, KS",2,"['Coventry Health and Life', 'Blue Cross and Blue Shield of Kansas, Inc.']"
"Washington, MO",2,"['Coventry Health Care', 'Anthem Blue Cross and Blue Shield']"
"Washington, MS",1,['Humana Insurance Company']
"Knox, NE",2,"['CoOportunity Health', 'Blue Cross and Blue Shield of Nebraska']"
"Grand Traverse, MI",3,"['Blue Cross Blue Shield of Michigan', 'Priority Health', 'Blue Care Network of Michigan']"
"Harrison, OH",3,"['Coventry Health and Life', 'MedMutual', 'Anthem Blue Cross and Blue Shield']"
"Richland, SC",4,"[""Consumers' Choice Health Plan"", 'BlueCross BlueShield of South Carolina', 'BlueChoice HealthPlan', 'Coventry Health Care of the Carolinas, Inc.']"
"Reno, KS",3,"['Blue Cross and Blue Shield of Kansas, Inc.', 'Coventry Health Care Of Kansas Inc', 'Coventry Health and Life']"
"Custer, ID",4,"['BridgeSpan Health Company', 'SelectHealth', 'PacificSource Health Plans', 'Blue Cross of Idaho']"
"Bartholomew, IN",2,"['Anthem Blue Cross and Blue Shield', 'MDwise Marketplace']"
"Marion, AL",1,['Blue Cross and Blue Shield of Alabama']
"Ogemaw, MI",5,"['HAP', 'Blue Care Network of Michigan', 'Blue Cross Blue Shield of Michigan', 'McLaren Health Plan', 'Priority Health']"
"Oregon, MO",2,"['Coventry Health Care', 'Anthem Blue Cross and Blue Shield']"
"Bell, TX",5,"['Blue Cross Blue Shield of Texas', 'Ambetter from Superior Health Plan', 'Scott and White Health Plan', 'Aetna', 'FirstCare Health Plans']"
