i,s,c,id
BlueCross BlueShield of Tennessee,TN,Scott,"Scott, TN"
Cigna Healthcare,TN,Sequatchie,"Sequatchie, TN"
BlueCross BlueShield of Tennessee,TN,Sequatchie,"Sequatchie, TN"
BlueCross BlueShield of Tennessee,TN,Sevier,"Sevier, TN"
"Humana, Inc.",TN,Sevier,"Sevier, TN"
Cigna Healthcare,TN,Shelby,"Shelby, TN"
"Humana, Inc.",TN,Shelby,"Shelby, TN"
BlueCross BlueShield of Tennessee,TN,Shelby,"Shelby, TN"
BlueCross BlueShield of Tennessee,TN,Smith,"Smith, TN"
BlueCross BlueShield of Tennessee,TN,Stewart,"Stewart, TN"
BlueCross BlueShield of Tennessee,TN,Sullivan,"Sullivan, TN"
"Humana, Inc.",TN,Sumner,"Sumner, TN"
BlueCross BlueShield of Tennessee,TN,Sumner,"Sumner, TN"
Cigna Healthcare,TN,Sumner,"Sumner, TN"
"Humana, Inc.",TN,Tipton,"Tipton, TN"
BlueCross BlueShield of Tennessee,TN,Tipton,"Tipton, TN"
Cigna Healthcare,TN,Tipton,"Tipton, TN"
BlueCross BlueShield of Tennessee,TN,Trousdale,"Trousdale, TN"
Cigna Healthcare,TN,Trousdale,"Trousdale, TN"
"Humana, Inc.",TN,Trousdale,"Trousdale, TN"
BlueCross BlueShield of Tennessee,TN,Unicoi,"Unicoi, TN"
"Humana, Inc.",TN,Union,"Union, TN"
BlueCross BlueShield of Tennessee,TN,Union,"Union, TN"
BlueCross BlueShield of Tennessee,TN,Van Buren,"Van Buren, TN"
BlueCross BlueShield of Tennessee,TN,Warren,"Warren, TN"
BlueCross BlueShield of Tennessee,TN,Washington,"Washington, TN"
BlueCross BlueShield of Tennessee,TN,Wayne,"Wayne, TN"
BlueCross BlueShield of Tennessee,TN,Weakley,"Weakley, TN"
BlueCross BlueShield of Tennessee,TN,White,"White, TN"
Cigna Healthcare,TN,Williamson,"Williamson, TN"
"Humana, Inc.",TN,Williamson,"Williamson, TN"
BlueCross BlueShield of Tennessee,TN,Williamson,"Williamson, TN"
Cigna Healthcare,TN,Wilson,"Wilson, TN"
BlueCross BlueShield of Tennessee,TN,Wilson,"Wilson, TN"
"Humana, Inc.",TN,Wilson,"Wilson, TN"
Blue Cross and Blue Shield of Texas,TX,Anderson,"Anderson, TX"
FirstCare Health Plans,TX,Andrews,"Andrews, TX"
Blue Cross and Blue Shield of Texas,TX,Andrews,"Andrews, TX"
Blue Cross and Blue Shield of Texas,TX,Angelina,"Angelina, TX"
Blue Cross and Blue Shield of Texas,TX,Aransas,"Aransas, TX"
"Humana, Inc.",TX,Aransas,"Aransas, TX"
Blue Cross and Blue Shield of Texas,TX,Archer,"Archer, TX"
Blue Cross and Blue Shield of Texas,TX,Armstrong,"Armstrong, TX"
FirstCare Health Plans,TX,Armstrong,"Armstrong, TX"
Blue Cross and Blue Shield of Texas,TX,Atascosa,"Atascosa, TX"
Aetna,TX,Atascosa,"Atascosa, TX"
Aetna,TX,Austin,"Austin, TX"
Blue Cross and Blue Shield of Texas,TX,Austin,"Austin, TX"
Scott and White Health Plan,TX,Austin,"Austin, TX"
Cigna Healthcare,TX,Austin,"Austin, TX"
Blue Cross and Blue Shield of Texas,TX,Bailey,"Bailey, TX"
FirstCare Health Plans,TX,Bailey,"Bailey, TX"
Ambetter from Superior Health Plan,TX,Bandera,"Bandera, TX"
Blue Cross and Blue Shield of Texas,TX,Bandera,"Bandera, TX"
Aetna,TX,Bandera,"Bandera, TX"
Blue Cross and Blue Shield of Texas,TX,Bastrop,"Bastrop, TX"
Aetna,TX,Bastrop,"Bastrop, TX"
Ambetter from Superior Health Plan,TX,Bastrop,"Bastrop, TX"
Sendero Health Plans,TX,Bastrop,"Bastrop, TX"
Scott and White Health Plan,TX,Bastrop,"Bastrop, TX"
Blue Cross and Blue Shield of Texas,TX,Baylor,"Baylor, TX"
"Humana, Inc.",TX,Bee,"Bee, TX"
Blue Cross and Blue Shield of Texas,TX,Bee,"Bee, TX"
Ambetter from Superior Health Plan,TX,Bell,"Bell, TX"
Blue Cross and Blue Shield of Texas,TX,Bell,"Bell, TX"
Scott and White Health Plan,TX,Bell,"Bell, TX"
FirstCare Health Plans,TX,Bell,"Bell, TX"
Aetna,TX,Bell,"Bell, TX"
CommunityFirst,TX,Bexar,"Bexar, TX"
Blue Cross and Blue Shield of Texas,TX,Bexar,"Bexar, TX"
UnitedHealthcare,TX,Bexar,"Bexar, TX"
Aetna,TX,Bexar,"Bexar, TX"
Ambetter from Superior Health Plan,TX,Bexar,"Bexar, TX"
Allegian Choice,TX,Bexar,"Bexar, TX"
"Humana, Inc.",TX,Bexar,"Bexar, TX"
Blue Cross and Blue Shield of Texas,TX,Blanco,"Blanco, TX"
Scott and White Health Plan,TX,Blanco,"Blanco, TX"
Ambetter from Superior Health Plan,TX,Blanco,"Blanco, TX"
Blue Cross and Blue Shield of Texas,TX,Borden,"Borden, TX"
FirstCare Health Plans,TX,Borden,"Borden, TX"
Scott and White Health Plan,TX,Bosque,"Bosque, TX"
FirstCare Health Plans,TX,Bosque,"Bosque, TX"
Blue Cross and Blue Shield of Texas,TX,Bosque,"Bosque, TX"
Blue Cross and Blue Shield of Texas,TX,Bowie,"Bowie, TX"
Community Health Choice,TX,Brazoria,"Brazoria, TX"
Cigna Healthcare,TX,Brazoria,"Brazoria, TX"
UnitedHealthcare,TX,Brazoria,"Brazoria, TX"
Aetna,TX,Brazoria,"Brazoria, TX"
Blue Cross and Blue Shield of Texas,TX,Brazoria,"Brazoria, TX"
Scott and White Health Plan,TX,Brazos,"Brazos, TX"
FirstCare Health Plans,TX,Brazos,"Brazos, TX"
Blue Cross and Blue Shield of Texas,TX,Brazos,"Brazos, TX"
Cigna Healthcare,TX,Brazos,"Brazos, TX"
Blue Cross and Blue Shield of Texas,TX,Brewster,"Brewster, TX"
FirstCare Health Plans,TX,Brewster,"Brewster, TX"
FirstCare Health Plans,TX,Briscoe,"Briscoe, TX"
Blue Cross and Blue Shield of Texas,TX,Briscoe,"Briscoe, TX"
Ambetter from Superior Health Plan,TX,Brooks,"Brooks, TX"
Blue Cross and Blue Shield of Texas,TX,Brooks,"Brooks, TX"
Blue Cross and Blue Shield of Texas,TX,Brown,"Brown, TX"
Scott and White Health Plan,TX,Burleson,"Burleson, TX"
Blue Cross and Blue Shield of Texas,TX,Burleson,"Burleson, TX"
FirstCare Health Plans,TX,Burleson,"Burleson, TX"
Aetna,TX,Burnet,"Burnet, TX"
"Humana, Inc.",TX,Burnet,"Burnet, TX"
Blue Cross and Blue Shield of Texas,TX,Burnet,"Burnet, TX"
Sendero Health Plans,TX,Burnet,"Burnet, TX"
Ambetter from Superior Health Plan,TX,Burnet,"Burnet, TX"
Scott and White Health Plan,TX,Burnet,"Burnet, TX"
FirstCare Health Plans,TX,Burnet,"Burnet, TX"
Scott and White Health Plan,TX,Caldwell,"Caldwell, TX"
Ambetter from Superior Health Plan,TX,Caldwell,"Caldwell, TX"
Sendero Health Plans,TX,Caldwell,"Caldwell, TX"
Aetna,TX,Caldwell,"Caldwell, TX"
Blue Cross and Blue Shield of Texas,TX,Caldwell,"Caldwell, TX"
Blue Cross and Blue Shield of Texas,TX,Calhoun,"Calhoun, TX"
Blue Cross and Blue Shield of Texas,TX,Callahan,"Callahan, TX"
FirstCare Health Plans,TX,Callahan,"Callahan, TX"
Molina Marketplace,TX,Cameron,"Cameron, TX"
Blue Cross and Blue Shield of Texas,TX,Cameron,"Cameron, TX"
Allegian Choice,TX,Cameron,"Cameron, TX"
UnitedHealthcare,TX,Cameron,"Cameron, TX"
Ambetter from Superior Health Plan,TX,Cameron,"Cameron, TX"
Blue Cross and Blue Shield of Texas,TX,Camp,"Camp, TX"
Blue Cross and Blue Shield of Texas,TX,Carson,"Carson, TX"
FirstCare Health Plans,TX,Carson,"Carson, TX"
Blue Cross and Blue Shield of Texas,TX,Cass,"Cass, TX"
Blue Cross and Blue Shield of Texas,TX,Castro,"Castro, TX"
FirstCare Health Plans,TX,Castro,"Castro, TX"
Aetna,TX,Chambers,"Chambers, TX"
Cigna Healthcare,TX,Chambers,"Chambers, TX"
Community Health Choice,TX,Chambers,"Chambers, TX"
Blue Cross and Blue Shield of Texas,TX,Chambers,"Chambers, TX"
Blue Cross and Blue Shield of Texas,TX,Cherokee,"Cherokee, TX"
Blue Cross and Blue Shield of Texas,TX,Childress,"Childress, TX"
FirstCare Health Plans,TX,Childress,"Childress, TX"
Blue Cross and Blue Shield of Texas,TX,Clay,"Clay, TX"
Blue Cross and Blue Shield of Texas,TX,Cochran,"Cochran, TX"
FirstCare Health Plans,TX,Cochran,"Cochran, TX"
Blue Cross and Blue Shield of Texas,TX,Coke,"Coke, TX"
FirstCare Health Plans,TX,Coke,"Coke, TX"
Scott and White Health Plan,TX,Coke,"Coke, TX"
Blue Cross and Blue Shield of Texas,TX,Coleman,"Coleman, TX"
FirstCare Health Plans,TX,Coleman,"Coleman, TX"
Scott and White Health Plan,TX,Coleman,"Coleman, TX"
Cigna Healthcare,TX,Collin,"Collin, TX"
Molina Marketplace,TX,Collin,"Collin, TX"
Aetna,TX,Collin,"Collin, TX"
Blue Cross and Blue Shield of Texas,TX,Collin,"Collin, TX"
UnitedHealthcare,TX,Collin,"Collin, TX"
Scott and White Health Plan,TX,Collin,"Collin, TX"
FirstCare Health Plans,TX,Collingsworth,"Collingsworth, TX"
Blue Cross and Blue Shield of Texas,TX,Collingsworth,"Collingsworth, TX"
Blue Cross and Blue Shield of Texas,TX,Colorado,"Colorado, TX"
Aetna,TX,Colorado,"Colorado, TX"
Ambetter from Superior Health Plan,TX,Comal,"Comal, TX"
CommunityFirst,TX,Comal,"Comal, TX"
UnitedHealthcare,TX,Comal,"Comal, TX"
Blue Cross and Blue Shield of Texas,TX,Comal,"Comal, TX"
Aetna,TX,Comal,"Comal, TX"
Blue Cross and Blue Shield of Texas,TX,Comanche,"Comanche, TX"
FirstCare Health Plans,TX,Comanche,"Comanche, TX"
Blue Cross and Blue Shield of Texas,TX,Concho,"Concho, TX"
Scott and White Health Plan,TX,Concho,"Concho, TX"
Cigna Healthcare,TX,Cooke,"Cooke, TX"
Blue Cross and Blue Shield of Texas,TX,Cooke,"Cooke, TX"
Scott and White Health Plan,TX,Coryell,"Coryell, TX"
Aetna,TX,Coryell,"Coryell, TX"
FirstCare Health Plans,TX,Coryell,"Coryell, TX"
Blue Cross and Blue Shield of Texas,TX,Coryell,"Coryell, TX"
FirstCare Health Plans,TX,Cottle,"Cottle, TX"
Blue Cross and Blue Shield of Texas,TX,Cottle,"Cottle, TX"
Blue Cross and Blue Shield of Texas,TX,Crane,"Crane, TX"
FirstCare Health Plans,TX,Crane,"Crane, TX"
Blue Cross and Blue Shield of Texas,TX,Crockett,"Crockett, TX"
Scott and White Health Plan,TX,Crockett,"Crockett, TX"
FirstCare Health Plans,TX,Crosby,"Crosby, TX"
Blue Cross and Blue Shield of Texas,TX,Crosby,"Crosby, TX"
Blue Cross and Blue Shield of Texas,TX,Culberson,"Culberson, TX"
Blue Cross and Blue Shield of Texas,TX,Dallam,"Dallam, TX"
FirstCare Health Plans,TX,Dallam,"Dallam, TX"
Blue Cross and Blue Shield of Texas,TX,Dallas,"Dallas, TX"
Aetna,TX,Dallas,"Dallas, TX"
Molina Marketplace,TX,Dallas,"Dallas, TX"
Scott and White Health Plan,TX,Dallas,"Dallas, TX"
UnitedHealthcare,TX,Dallas,"Dallas, TX"
Cigna Healthcare,TX,Dallas,"Dallas, TX"
Blue Cross and Blue Shield of Texas,TX,Dawson,"Dawson, TX"
FirstCare Health Plans,TX,Dawson,"Dawson, TX"
Blue Cross and Blue Shield of Texas,TX,DeWitt,"DeWitt, TX"
FirstCare Health Plans,TX,Deaf Smith,"Deaf Smith, TX"
Blue Cross and Blue Shield of Texas,TX,Deaf Smith,"Deaf Smith, TX"
Blue Cross and Blue Shield of Texas,TX,Delta,"Delta, TX"
UnitedHealthcare,TX,Denton,"Denton, TX"
Aetna,TX,Denton,"Denton, TX"
Cigna Healthcare,TX,Denton,"Denton, TX"
Blue Cross and Blue Shield of Texas,TX,Denton,"Denton, TX"
FirstCare Health Plans,TX,Dickens,"Dickens, TX"
Blue Cross and Blue Shield of Texas,TX,Dickens,"Dickens, TX"
Blue Cross and Blue Shield of Texas,TX,Dimmit,"Dimmit, TX"
Blue Cross and Blue Shield of Texas,TX,Donley,"Donley, TX"
FirstCare Health Plans,TX,Donley,"Donley, TX"
Blue Cross and Blue Shield of Texas,TX,Duval,"Duval, TX"
FirstCare Health Plans,TX,Eastland,"Eastland, TX"
Blue Cross and Blue Shield of Texas,TX,Eastland,"Eastland, TX"
FirstCare Health Plans,TX,Ector,"Ector, TX"
Blue Cross and Blue Shield of Texas,TX,Ector,"Ector, TX"
Blue Cross and Blue Shield of Texas,TX,Edwards,"Edwards, TX"
Blue Cross and Blue Shield of Texas,TX,El Paso,"El Paso, TX"
Allegian Choice,TX,El Paso,"El Paso, TX"
Molina Marketplace,TX,El Paso,"El Paso, TX"
Ambetter from Superior Health Plan,TX,El Paso,"El Paso, TX"
UnitedHealthcare,TX,El Paso,"El Paso, TX"
Cigna Healthcare,TX,Ellis,"Ellis, TX"
Blue Cross and Blue Shield of Texas,TX,Ellis,"Ellis, TX"
Aetna,TX,Ellis,"Ellis, TX"
Scott and White Health Plan,TX,Ellis,"Ellis, TX"
Scott and White Health Plan,TX,Erath,"Erath, TX"
Cigna Healthcare,TX,Erath,"Erath, TX"
FirstCare Health Plans,TX,Erath,"Erath, TX"
Blue Cross and Blue Shield of Texas,TX,Erath,"Erath, TX"
FirstCare Health Plans,TX,Falls,"Falls, TX"
Blue Cross and Blue Shield of Texas,TX,Falls,"Falls, TX"
Scott and White Health Plan,TX,Falls,"Falls, TX"
Aetna,TX,Falls,"Falls, TX"
Blue Cross and Blue Shield of Texas,TX,Fannin,"Fannin, TX"
Cigna Healthcare,TX,Fannin,"Fannin, TX"
Sendero Health Plans,TX,Fayette,"Fayette, TX"
Aetna,TX,Fayette,"Fayette, TX"
Scott and White Health Plan,TX,Fayette,"Fayette, TX"
Blue Cross and Blue Shield of Texas,TX,Fayette,"Fayette, TX"
Ambetter from Superior Health Plan,TX,Fayette,"Fayette, TX"
Blue Cross and Blue Shield of Texas,TX,Fisher,"Fisher, TX"
FirstCare Health Plans,TX,Fisher,"Fisher, TX"
FirstCare Health Plans,TX,Floyd,"Floyd, TX"
Blue Cross and Blue Shield of Texas,TX,Floyd,"Floyd, TX"
Blue Cross and Blue Shield of Texas,TX,Foard,"Foard, TX"
UnitedHealthcare,TX,Fort Bend,"Fort Bend, TX"
Blue Cross and Blue Shield of Texas,TX,Fort Bend,"Fort Bend, TX"
"Humana, Inc.",TX,Fort Bend,"Fort Bend, TX"
Aetna,TX,Fort Bend,"Fort Bend, TX"
Community Health Choice,TX,Fort Bend,"Fort Bend, TX"
Cigna Healthcare,TX,Fort Bend,"Fort Bend, TX"
Blue Cross and Blue Shield of Texas,TX,Franklin,"Franklin, TX"
Blue Cross and Blue Shield of Texas,TX,Freestone,"Freestone, TX"
Scott and White Health Plan,TX,Freestone,"Freestone, TX"
FirstCare Health Plans,TX,Freestone,"Freestone, TX"
Blue Cross and Blue Shield of Texas,TX,Frio,"Frio, TX"
FirstCare Health Plans,TX,Gaines,"Gaines, TX"
Blue Cross and Blue Shield of Texas,TX,Gaines,"Gaines, TX"
Community Health Choice,TX,Galveston,"Galveston, TX"
Aetna,TX,Galveston,"Galveston, TX"
Blue Cross and Blue Shield of Texas,TX,Galveston,"Galveston, TX"
UnitedHealthcare,TX,Galveston,"Galveston, TX"
Cigna Healthcare,TX,Galveston,"Galveston, TX"
FirstCare Health Plans,TX,Garza,"Garza, TX"
Blue Cross and Blue Shield of Texas,TX,Garza,"Garza, TX"
Blue Cross and Blue Shield of Texas,TX,Gillespie,"Gillespie, TX"
Blue Cross and Blue Shield of Texas,TX,Glasscock,"Glasscock, TX"
FirstCare Health Plans,TX,Glasscock,"Glasscock, TX"
Blue Cross and Blue Shield of Texas,TX,Goliad,"Goliad, TX"
Blue Cross and Blue Shield of Texas,TX,Gonzales,"Gonzales, TX"
Blue Cross and Blue Shield of Texas,TX,Gray,"Gray, TX"
FirstCare Health Plans,TX,Gray,"Gray, TX"
Cigna Healthcare,TX,Grayson,"Grayson, TX"
Blue Cross and Blue Shield of Texas,TX,Grayson,"Grayson, TX"
Blue Cross and Blue Shield of Texas,TX,Gregg,"Gregg, TX"
FirstCare Health Plans,TX,Grimes,"Grimes, TX"
Cigna Healthcare,TX,Grimes,"Grimes, TX"
Blue Cross and Blue Shield of Texas,TX,Grimes,"Grimes, TX"
Scott and White Health Plan,TX,Grimes,"Grimes, TX"
UnitedHealthcare,TX,Guadalupe,"Guadalupe, TX"
Aetna,TX,Guadalupe,"Guadalupe, TX"
Blue Cross and Blue Shield of Texas,TX,Guadalupe,"Guadalupe, TX"
CommunityFirst,TX,Guadalupe,"Guadalupe, TX"
FirstCare Health Plans,TX,Hale,"Hale, TX"
Blue Cross and Blue Shield of Texas,TX,Hale,"Hale, TX"
Blue Cross and Blue Shield of Texas,TX,Hall,"Hall, TX"
FirstCare Health Plans,TX,Hall,"Hall, TX"
Scott and White Health Plan,TX,Hamilton,"Hamilton, TX"
Blue Cross and Blue Shield of Texas,TX,Hamilton,"Hamilton, TX"
FirstCare Health Plans,TX,Hamilton,"Hamilton, TX"
Blue Cross and Blue Shield of Texas,TX,Hansford,"Hansford, TX"
FirstCare Health Plans,TX,Hansford,"Hansford, TX"
Blue Cross and Blue Shield of Texas,TX,Hardeman,"Hardeman, TX"
"Humana, Inc.",TX,Hardin,"Hardin, TX"
Aetna,TX,Hardin,"Hardin, TX"
Blue Cross and Blue Shield of Texas,TX,Hardin,"Hardin, TX"
Blue Cross and Blue Shield of Texas,TX,Harris,"Harris, TX"
UnitedHealthcare,TX,Harris,"Harris, TX"
Molina Marketplace,TX,Harris,"Harris, TX"
Community Health Choice,TX,Harris,"Harris, TX"
"Humana, Inc.",TX,Harris,"Harris, TX"
Cigna Healthcare,TX,Harris,"Harris, TX"
Aetna,TX,Harris,"Harris, TX"
Blue Cross and Blue Shield of Texas,TX,Harrison,"Harrison, TX"
FirstCare Health Plans,TX,Hartley,"Hartley, TX"
Blue Cross and Blue Shield of Texas,TX,Hartley,"Hartley, TX"
FirstCare Health Plans,TX,Haskell,"Haskell, TX"
Blue Cross and Blue Shield of Texas,TX,Haskell,"Haskell, TX"
"Humana, Inc.",TX,Hays,"Hays, TX"
Scott and White Health Plan,TX,Hays,"Hays, TX"
UnitedHealthcare,TX,Hays,"Hays, TX"
Aetna,TX,Hays,"Hays, TX"
Cigna Healthcare,TX,Hays,"Hays, TX"
Blue Cross and Blue Shield of Texas,TX,Hays,"Hays, TX"
Sendero Health Plans,TX,Hays,"Hays, TX"
Ambetter from Superior Health Plan,TX,Hays,"Hays, TX"
Blue Cross and Blue Shield of Texas,TX,Hemphill,"Hemphill, TX"
FirstCare Health Plans,TX,Hemphill,"Hemphill, TX"
Cigna Healthcare,TX,Henderson,"Henderson, TX"
Blue Cross and Blue Shield of Texas,TX,Henderson,"Henderson, TX"
"Humana, Inc.",TX,Hidalgo,"Hidalgo, TX"
Blue Cross and Blue Shield of Texas,TX,Hidalgo,"Hidalgo, TX"
Allegian Choice,TX,Hidalgo,"Hidalgo, TX"
Molina Marketplace,TX,Hidalgo,"Hidalgo, TX"
Ambetter from Superior Health Plan,TX,Hidalgo,"Hidalgo, TX"
UnitedHealthcare,TX,Hidalgo,"Hidalgo, TX"
Scott and White Health Plan,TX,Hill,"Hill, TX"
Blue Cross and Blue Shield of Texas,TX,Hill,"Hill, TX"
FirstCare Health Plans,TX,Hill,"Hill, TX"
Blue Cross and Blue Shield of Texas,TX,Hockley,"Hockley, TX"
FirstCare Health Plans,TX,Hockley,"Hockley, TX"
Cigna Healthcare,TX,Hood,"Hood, TX"
Blue Cross and Blue Shield of Texas,TX,Hood,"Hood, TX"
Scott and White Health Plan,TX,Hood,"Hood, TX"
Blue Cross and Blue Shield of Texas,TX,Hopkins,"Hopkins, TX"
Blue Cross and Blue Shield of Texas,TX,Houston,"Houston, TX"
FirstCare Health Plans,TX,Houston,"Houston, TX"
FirstCare Health Plans,TX,Howard,"Howard, TX"
Blue Cross and Blue Shield of Texas,TX,Howard,"Howard, TX"
Blue Cross and Blue Shield of Texas,TX,Hudspeth,"Hudspeth, TX"
Cigna Healthcare,TX,Hunt,"Hunt, TX"
UnitedHealthcare,TX,Hunt,"Hunt, TX"
Blue Cross and Blue Shield of Texas,TX,Hunt,"Hunt, TX"
Blue Cross and Blue Shield of Texas,TX,Hutchinson,"Hutchinson, TX"
FirstCare Health Plans,TX,Hutchinson,"Hutchinson, TX"
Blue Cross and Blue Shield of Texas,TX,Irion,"Irion, TX"
Scott and White Health Plan,TX,Irion,"Irion, TX"
Blue Cross and Blue Shield of Texas,TX,Jack,"Jack, TX"
Blue Cross and Blue Shield of Texas,TX,Jackson,"Jackson, TX"
Aetna,TX,Jasper,"Jasper, TX"
Blue Cross and Blue Shield of Texas,TX,Jasper,"Jasper, TX"
Blue Cross and Blue Shield of Texas,TX,Jeff Davis,"Jeff Davis, TX"
Blue Cross and Blue Shield of Texas,TX,Jefferson,"Jefferson, TX"
Aetna,TX,Jefferson,"Jefferson, TX"
"Humana, Inc.",TX,Jefferson,"Jefferson, TX"
Molina Marketplace,TX,Jefferson,"Jefferson, TX"
Community Health Choice,TX,Jefferson,"Jefferson, TX"
Blue Cross and Blue Shield of Texas,TX,Jim Hogg,"Jim Hogg, TX"
Blue Cross and Blue Shield of Texas,TX,Jim Wells,"Jim Wells, TX"
"Humana, Inc.",TX,Jim Wells,"Jim Wells, TX"
Blue Cross and Blue Shield of Texas,TX,Johnson,"Johnson, TX"
Cigna Healthcare,TX,Johnson,"Johnson, TX"
Scott and White Health Plan,TX,Johnson,"Johnson, TX"
Blue Cross and Blue Shield of Texas,TX,Jones,"Jones, TX"
FirstCare Health Plans,TX,Jones,"Jones, TX"
Blue Cross and Blue Shield of Texas,TX,Karnes,"Karnes, TX"
Blue Cross and Blue Shield of Texas,TX,Kaufman,"Kaufman, TX"
Cigna Healthcare,TX,Kaufman,"Kaufman, TX"
Aetna,TX,Kendall,"Kendall, TX"
Blue Cross and Blue Shield of Texas,TX,Kendall,"Kendall, TX"
Ambetter from Superior Health Plan,TX,Kendall,"Kendall, TX"
Blue Cross and Blue Shield of Texas,TX,Kenedy,"Kenedy, TX"
FirstCare Health Plans,TX,Kent,"Kent, TX"
Blue Cross and Blue Shield of Texas,TX,Kent,"Kent, TX"
Blue Cross and Blue Shield of Texas,TX,Kerr,"Kerr, TX"
Blue Cross and Blue Shield of Texas,TX,Kimble,"Kimble, TX"
Scott and White Health Plan,TX,Kimble,"Kimble, TX"
FirstCare Health Plans,TX,King,"King, TX"
Blue Cross and Blue Shield of Texas,TX,King,"King, TX"
Blue Cross and Blue Shield of Texas,TX,Kinney,"Kinney, TX"
Blue Cross and Blue Shield of Texas,TX,Kleberg,"Kleberg, TX"
"Humana, Inc.",TX,Kleberg,"Kleberg, TX"
FirstCare Health Plans,TX,Knox,"Knox, TX"
Blue Cross and Blue Shield of Texas,TX,Knox,"Knox, TX"
Blue Cross and Blue Shield of Texas,TX,La Salle,"La Salle, TX"
Blue Cross and Blue Shield of Texas,TX,Lamar,"Lamar, TX"
Blue Cross and Blue Shield of Texas,TX,Lamb,"Lamb, TX"
FirstCare Health Plans,TX,Lamb,"Lamb, TX"
Blue Cross and Blue Shield of Texas,TX,Lampasas,"Lampasas, TX"
Aetna,TX,Lampasas,"Lampasas, TX"
FirstCare Health Plans,TX,Lampasas,"Lampasas, TX"
Scott and White Health Plan,TX,Lampasas,"Lampasas, TX"
Blue Cross and Blue Shield of Texas,TX,Lavaca,"Lavaca, TX"
Ambetter from Superior Health Plan,TX,Lee,"Lee, TX"
Scott and White Health Plan,TX,Lee,"Lee, TX"
Blue Cross and Blue Shield of Texas,TX,Lee,"Lee, TX"
Aetna,TX,Lee,"Lee, TX"
FirstCare Health Plans,TX,Lee,"Lee, TX"
Sendero Health Plans,TX,Lee,"Lee, TX"
Blue Cross and Blue Shield of Texas,TX,Leon,"Leon, TX"
FirstCare Health Plans,TX,Leon,"Leon, TX"
Scott and White Health Plan,TX,Leon,"Leon, TX"
Aetna,TX,Liberty,"Liberty, TX"
Cigna Healthcare,TX,Liberty,"Liberty, TX"
Blue Cross and Blue Shield of Texas,TX,Liberty,"Liberty, TX"
FirstCare Health Plans,TX,Limestone,"Limestone, TX"
Aetna,TX,Limestone,"Limestone, TX"
Scott and White Health Plan,TX,Limestone,"Limestone, TX"
Blue Cross and Blue Shield of Texas,TX,Limestone,"Limestone, TX"
Blue Cross and Blue Shield of Texas,TX,Lipscomb,"Lipscomb, TX"
FirstCare Health Plans,TX,Lipscomb,"Lipscomb, TX"
Blue Cross and Blue Shield of Texas,TX,Live Oak,"Live Oak, TX"
Aetna,TX,Llano,"Llano, TX"
Blue Cross and Blue Shield of Texas,TX,Llano,"Llano, TX"
FirstCare Health Plans,TX,Llano,"Llano, TX"
Scott and White Health Plan,TX,Llano,"Llano, TX"
Blue Cross and Blue Shield of Texas,TX,Loving,"Loving, TX"
FirstCare Health Plans,TX,Loving,"Loving, TX"
Blue Cross and Blue Shield of Texas,TX,Lubbock,"Lubbock, TX"
FirstCare Health Plans,TX,Lubbock,"Lubbock, TX"
Blue Cross and Blue Shield of Texas,TX,Lynn,"Lynn, TX"
FirstCare Health Plans,TX,Lynn,"Lynn, TX"
Scott and White Health Plan,TX,Madison,"Madison, TX"
FirstCare Health Plans,TX,Madison,"Madison, TX"
Blue Cross and Blue Shield of Texas,TX,Madison,"Madison, TX"
Blue Cross and Blue Shield of Texas,TX,Marion,"Marion, TX"
Blue Cross and Blue Shield of Texas,TX,Martin,"Martin, TX"
FirstCare Health Plans,TX,Martin,"Martin, TX"
Scott and White Health Plan,TX,Mason,"Mason, TX"
Blue Cross and Blue Shield of Texas,TX,Mason,"Mason, TX"
Aetna,TX,Matagorda,"Matagorda, TX"
Blue Cross and Blue Shield of Texas,TX,Matagorda,"Matagorda, TX"
Blue Cross and Blue Shield of Texas,TX,Maverick,"Maverick, TX"
Blue Cross and Blue Shield of Texas,TX,McCulloch,"McCulloch, TX"
FirstCare Health Plans,TX,McCulloch,"McCulloch, TX"
Scott and White Health Plan,TX,McCulloch,"McCulloch, TX"
Aetna,TX,McLennan,"McLennan, TX"
Ambetter from Superior Health Plan,TX,McLennan,"McLennan, TX"
